Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Biotechnologische Industrie,9,0,0,3,3,0,0,1,0,1,1
Kautschuk,9,0,0,3,2,0,0,0,0,1,3
Gedruckte Schaltung,9,0,0,3,3,0,0,0,0,1,2
Rheologie,9,0,0,1,6,0,0,0,0,1,1
Programmierumgebung,9,0,0,2,4,0,0,1,1,0,1
Schrift,9,0,0,7,1,1,0,0,0,0,0
Intelligenter Sensor,9,0,0,0,6,1,2,0,0,0,0
Datenverarbeitungssystem,8,0,0,1,6,0,1,0,0,0,0
Typografie,8,0,0,7,0,1,0,0,0,0,0
Algebraische Methode,8,0,0,2,3,0,3,0,0,0,0
Pilze,8,1,0,0,4,0,0,0,0,1,2
Holzschutz,8,1,0,3,0,1,1,0,0,2,0
Aldolreaktion,8,0,0,0,0,0,0,0,0,0,8
Fachwerkbau,8,1,0,6,0,0,0,0,0,1,0
Verwertung,8,0,0,3,5,0,0,0,0,0,0
Kleinkindpädagogik,8,0,0,5,1,0,0,0,0,2,0
Datenspeicherung,8,0,0,0,5,0,0,0,0,3,0
Dreidimensionales Modell,8,0,0,1,2,0,2,0,0,1,2
DevOps,8,0,0,3,5,0,0,0,0,0,0
Funktor,8,0,0,0,7,0,0,0,1,0,0
Expansion,8,0,0,1,4,1,0,1,0,1,0
Hadoop,8,0,0,0,6,0,0,0,0,2,0
Textproduktion,8,0,0,2,3,1,0,0,0,2,0
Konfiguration,8,0,0,4,1,0,0,0,0,3,0
Event-Marketing,8,0,0,6,0,0,0,0,0,2,0
Algebraische Struktur,8,0,0,5,0,0,2,0,0,1,0
Vor- und Frühgeschichte,8,0,0,4,1,1,0,0,0,2,0
Bauablauf,8,0,0,1,6,0,0,0,0,1,0
Frauenförderung,8,0,0,1,4,0,0,0,0,3,0
Fahrzeug,8,0,0,1,2,0,1,0,2,2,0
Massenkultur,8,0,0,2,5,0,0,0,0,1,0
Diagramm,8,0,0,3,3,0,1,0,0,1,0
Herkunft,8,0,0,1,1,0,0,0,0,3,3
Internationales Recht,8,0,0,2,4,0,0,0,0,1,1
Gemischt-ganzzahlige Optimierung,8,0,0,1,2,0,0,0,0,3,2
Amorpher Festkörper,8,0,0,0,5,0,0,0,1,2,0
Weltall,8,0,0,2,3,0,2,0,1,0,0
Effizienzanalyse,8,0,0,2,2,0,0,0,1,2,1
Statistische Entscheidungstheorie,8,0,0,0,8,0,0,0,0,0,0
Kollektive Wohnform,8,0,0,2,3,2,0,0,0,1,0
Gesetzgebung,8,0,0,1,3,0,1,0,0,2,1
Standortbezogener Dienst,8,0,0,3,5,0,0,0,0,0,0
Physikalisches System,8,0,0,0,8,0,0,0,0,0,0
Nichtlineare Schrödinger-Gleichung,8,0,0,0,6,0,0,0,1,0,1
Linked Data,8,0,0,1,3,0,3,0,0,0,1
Wissenstechnik,8,0,0,0,1,0,6,0,0,1,0
Systemprogrammierung,8,0,0,5,3,0,0,0,0,0,0
Bodenökologie,8,0,0,1,5,0,0,0,2,0,0
Lineare Regression,8,0,0,1,6,0,0,0,0,1,0
Durchstrahlungselektronenmikroskopie,8,0,0,0,4,0,0,0,0,4,0
Flexibilität,8,0,0,4,1,1,0,0,0,2,0
Sozialismus,8,0,0,1,5,0,0,0,0,1,1
Forensik,8,0,0,2,4,0,2,0,0,0,0
Wasserkraft,8,0,0,3,4,0,0,0,0,1,0
Interdependenz,8,0,0,2,3,0,0,0,0,3,0
Digitalübertragung,8,0,0,3,5,0,0,0,0,0,0
Rechtsprechung,8,0,0,1,0,0,0,0,0,6,1
Sozialeinrichtung,8,0,0,7,0,1,0,0,0,0,0
Kapitalanlage,8,0,0,3,0,0,2,0,1,2,0
Konstruktionselement,8,0,0,4,0,0,0,0,1,3,0
Computerforensik,8,0,0,1,7,0,0,0,0,0,0
Wertorientiertes Management,8,0,0,5,0,0,0,0,0,3,0
Energieversorgungsnetz,8,0,0,1,2,0,1,0,0,3,1
Lerntechnik,8,0,0,2,3,1,0,1,0,1,0
Prozessanalyse,8,0,0,4,2,0,0,0,0,1,1
Ballungsraum,8,0,0,4,3,1,0,0,0,0,0
Nanofluidik,8,0,0,0,8,0,0,0,0,0,0
Erhaltung,8,0,0,3,4,1,0,0,0,0,0
Sintern,8,0,0,1,2,0,0,0,1,4,0
Dauerfrostboden,8,0,0,1,0,0,0,0,0,0,7
Prüfung,8,0,0,6,1,0,0,1,0,0,0
Männliche Jugend,8,0,0,6,0,0,0,1,0,0,1
Compliance-System,8,0,0,4,0,0,0,0,0,4,0
Risikofaktor,8,0,0,5,0,2,0,0,0,1,0
Entwicklungshilfe,8,0,0,2,3,0,2,0,0,1,0
Legitimation,8,0,0,2,0,1,0,0,0,5,0
Wachstumstheorie,8,0,0,2,6,0,0,0,0,0,0
Zellulares Mobilfunksystem,8,0,0,0,6,0,0,0,0,1,1
Schwermetall,8,0,0,0,4,0,0,0,1,0,3
Bayes-Netz,8,0,0,0,6,0,2,0,0,0,0
Unternehmensbezogene Dienstleistung,8,0,0,4,1,0,0,0,0,3,0
Lärmbelastung,8,0,0,2,1,0,1,0,2,2,0
Material,8,0,0,2,6,0,0,0,0,0,0
Lithiumbatterie,8,0,0,0,8,0,0,0,0,0,0
Dorf,8,0,0,6,1,0,0,0,0,0,1
Sonnenaktivität,8,0,0,0,4,0,2,0,0,0,2
Cyanobakterien,8,0,0,0,1,0,0,0,0,1,6
Design Thinking,8,0,0,6,1,0,0,0,1,0,0
Transporttheorie,8,0,0,0,4,0,0,0,0,0,4
Personalisierung,8,0,0,1,1,0,0,0,2,3,1
Bioalkohol,8,0,0,1,6,0,0,0,0,1,0
Kristallstrukturanalyse,8,0,0,3,1,0,0,0,1,1,2
Erfolg,8,0,0,6,0,0,0,0,0,1,1
Vereinigung,8,0,0,5,0,0,0,0,0,2,1
Rekonfiguration,8,0,0,0,1,0,5,0,0,1,1
Bioökonomie,8,0,0,2,4,0,0,1,0,0,1
Unternehmensplanung,8,0,0,7,1,0,0,0,0,0,0
Entscheidung,8,0,0,4,3,0,0,0,0,1,0
Reaktions-Diffusionsgleichung,8,0,0,0,6,0,0,0,0,0,2
Näherungsverfahren,8,0,0,1,5,0,1,0,0,0,1
Patent,8,0,0,3,4,0,0,0,0,1,0
Fahrbahndecke,8,0,0,0,3,0,2,0,0,2,1
Fragmentierung,8,0,0,0,1,0,0,0,0,2,5
Abbildungsfehler,8,0,0,0,1,0,0,0,0,3,4
Abwasserbeseitigung,8,0,0,1,3,0,0,1,0,3,0
Informationssicherheit,8,0,0,2,3,0,2,1,0,0,0
Queer-Theorie,8,0,0,1,5,0,0,0,0,2,0
Magnesium,8,0,0,0,6,0,1,0,0,1,0
Verwendung,8,0,0,5,3,0,0,0,0,0,0
Gründung,8,0,0,2,2,1,1,0,0,1,1
Neurologie,8,0,0,1,7,0,0,0,0,0,0
Festkörperchemie,8,0,0,0,8,0,0,0,0,0,0
Isogeometrische Analyse,8,0,0,0,1,0,2,0,0,0,5
Entscheidungsmodell,8,0,0,2,3,0,0,0,0,3,0
Patentrecht,8,0,0,3,0,0,0,0,0,4,1
Politischer Konflikt,8,0,0,4,2,0,0,1,0,1,0
Smart Device,8,0,0,3,3,0,1,0,0,0,1
Gewässersanierung,8,0,0,4,2,0,1,0,0,1,0
Lignin,8,0,0,1,4,1,0,0,0,0,2
MacOS X 10.6,8,0,0,4,3,0,0,1,0,0,0
Spiel,8,0,0,4,0,1,1,0,0,2,0
Wellenleiter,8,0,0,0,2,0,0,0,0,1,5
Bevölkerungsgeografie,8,0,0,3,3,0,0,0,0,2,0
Molekulardesign,8,0,0,0,4,0,0,0,1,1,2
Gefahrenabwehr,8,0,0,1,0,0,0,0,0,6,1
Motorsteuerung,8,0,0,3,0,0,0,0,0,4,1
Optoelektronischer Werkstoff,8,0,0,0,6,0,0,0,0,2,0
Politische Geografie,8,0,0,5,1,0,0,0,0,2,0
Werkstoffschädigung,8,0,0,2,3,0,0,0,0,2,1
Fernrohr,8,0,0,1,4,0,0,0,0,3,0
Bauornament,8,0,0,3,4,0,0,0,0,0,1
Bildsegmentierung,8,0,0,0,1,0,3,0,0,3,1
Richtlinie,8,0,0,2,5,0,0,0,0,1,0
Wirbel,8,0,0,0,3,0,2,0,0,0,3
Persönlichkeit,8,0,0,4,3,0,0,0,0,1,0
Selbstbild,8,0,0,4,1,0,0,0,0,3,0
Öffentlicher Verkehr,8,0,0,3,2,0,0,0,0,2,1
Lebenslauf,8,0,0,8,0,0,0,0,0,0,0
Interkulturelle Erziehung,8,0,0,4,3,1,0,0,0,0,0
Torsion,8,0,0,2,3,0,0,0,0,2,1
Lebensmittelverfahrenstechnik,8,0,0,1,5,0,1,1,0,0,0
Java Standard Edition 7,8,0,0,7,1,0,0,0,0,0,0
VERILOG,8,0,0,1,6,0,0,1,0,0,0
Musikerziehung,8,0,0,6,1,0,0,0,0,1,0
Ultraviolett,8,0,0,0,3,0,0,0,1,2,2
Reparatur,8,0,0,1,7,0,0,0,0,0,0
Spezielle Funktion,8,0,0,0,5,0,3,0,0,0,0
Dimension 1,8,0,0,1,7,0,0,0,0,0,0
Vorstellung,8,0,0,3,1,1,0,0,0,3,0
Kraft-Wärme-Kopplung,8,0,0,4,2,0,0,0,1,0,1
Fahrzeuggetriebe,8,0,0,5,1,0,0,1,0,1,0
Produktionsplanung,8,0,0,4,0,0,1,0,0,2,1
Faserlaser,8,0,0,0,4,0,0,0,0,1,3
Nanooptik,8,0,0,0,4,0,2,0,0,1,1
Variationsungleichung,8,0,0,0,5,0,3,0,0,0,0
Literaturrecherche,8,0,0,7,1,0,0,0,0,0,0
Differenzengleichung,8,0,0,0,6,0,2,0,0,0,0
Herrschaft,8,0,0,4,2,1,0,0,0,1,0
Nationalstaat,8,0,0,4,2,1,0,1,0,0,0
Regularität,8,0,0,0,6,0,1,0,0,1,0
Stern,8,0,0,0,4,0,1,0,0,0,3
Risikogesellschaft,8,0,0,5,0,2,0,0,0,0,1
Programmierparadigma,8,0,0,3,3,0,2,0,0,0,0
Lösungsmittel,8,0,0,1,1,0,0,0,1,3,2
Quantenkryptologie,8,0,0,1,4,0,0,0,0,0,3
Flugnavigation,8,0,0,1,5,0,0,0,1,1,0
Attosekundenbereich,8,0,0,0,3,0,2,0,0,1,2
Extraktion,8,0,0,0,3,0,0,0,1,2,2
Alternative,8,0,0,3,1,0,0,0,0,4,0
Kanon,8,0,0,4,3,1,0,0,0,0,0
Handlungsorientierung,8,0,0,7,0,0,0,0,0,1,0
Magnetische Kernresonanz,8,0,0,0,8,0,0,0,0,0,0
Metalloxide,8,0,0,0,6,0,0,0,0,0,2
Windows PowerShell,8,0,0,3,5,0,0,0,0,0,0
Koordinationslehre,8,0,0,1,2,0,0,0,0,2,3
Bahnsteuerung,8,0,0,1,3,0,0,0,0,3,1
Seismik,8,0,0,1,5,0,0,1,0,1,0
Komplexe Zahl,8,0,0,5,3,0,0,0,0,0,0
Förderungsprogramm,8,0,0,4,2,0,0,0,0,2,0
Zielgruppe,8,0,0,6,0,0,0,1,0,1,0
Röntgenstreuung,8,0,0,0,4,0,0,0,1,0,3
Proteindesign,8,0,0,0,3,0,0,0,1,1,3
Immunologie,8,0,0,5,3,0,0,0,0,0,0
Sonderpädagogik,8,0,0,4,1,1,0,0,0,1,1
Messwertverarbeitung,8,0,0,3,1,0,0,1,2,1,0
Cuprate,8,0,0,0,4,0,1,0,1,1,1
Wettbewerbsstrategie,8,0,0,4,0,3,1,0,0,0,0
Desinformation,8,0,0,3,2,1,1,1,0,0,0
Karriereplanung,8,0,0,4,4,0,0,0,0,0,0
Ferroelektrikum,8,0,0,0,4,0,1,0,0,2,1
Gentechnisch veränderter Organismus,8,0,0,4,3,0,0,0,1,0,0
Evolutorische Wirtschaft,8,0,0,1,5,0,2,0,0,0,0
Schalldämmung,8,0,0,7,1,0,0,0,0,0,0
Organischer Stoff,8,0,0,0,6,0,0,0,0,0,2
Analytische Lösung,8,0,0,0,7,0,0,0,0,0,1
Arbeitsflexibilisierung,8,0,0,5,0,0,1,0,0,2,0
Infektionskrankheit,8,0,0,2,4,0,0,0,1,1,0
Laboratorium,8,0,0,4,3,0,0,0,1,0,0
Erdbau,8,0,0,7,0,0,0,0,0,1,0
Handbuch,8,0,0,4,3,0,0,0,0,1,0
Lithiumniobat,8,0,0,0,0,0,0,0,0,5,3
Wissenserwerb,8,0,0,2,1,1,2,0,0,1,1
E-Mail,8,0,0,4,2,0,0,0,0,2,0
Magnetoelektronik,8,0,0,0,6,0,1,0,0,1,0
Knotentheorie,8,0,0,0,8,0,0,0,0,0,0
Registrierung,8,0,0,0,4,1,1,0,0,1,1
Ungewissheit,8,0,0,2,5,0,0,0,0,0,1
Vielkörperproblem,8,0,0,0,5,0,0,0,2,1,0
Farbensehen,8,0,0,2,2,0,0,0,0,4,0
Elektronische Medien,8,0,0,1,2,1,0,0,0,4,0
Gesprächsführung,8,0,0,7,1,0,0,0,0,0,0
Gehirn-Computer-Schnittstelle,8,0,0,2,5,0,0,0,0,1,0
Paläoklima,8,0,0,3,0,0,1,0,0,1,3
Behindertengerechtes Bauen,8,0,0,6,1,0,0,0,0,1,0
Konjugierte Polymere,8,0,0,0,0,0,0,0,1,6,1
Fenster,8,0,0,5,2,0,0,1,0,0,0
Medienkunst,8,0,0,3,4,0,0,1,0,0,0
Reaktionsmechanismus,8,0,0,3,3,0,0,0,1,1,0
Direktinvestition,8,0,0,2,4,0,0,0,0,1,1
Marktbeherrschung,8,0,0,1,0,0,0,0,0,6,1
Seesediment,8,0,0,0,2,0,1,0,0,0,5
Differentialgleichung mit nacheilendem Argument,8,0,0,0,8,0,0,0,0,0,0
Ionenstrahl,8,0,0,0,3,0,0,0,1,3,1
Lebensmittelabfall,8,0,0,0,8,0,0,0,0,0,0
Luft- und Raumfahrtindustrie,8,0,0,1,6,0,0,0,1,0,0
Person,8,0,0,1,1,0,1,0,0,4,1
Fertigungsgerechte Konstruktion,8,0,0,3,1,1,0,0,0,3,0
Geldpolitik,8,0,0,4,4,0,0,0,0,0,0
Online-Recherche,8,0,0,5,1,0,0,0,1,1,0
Finanzpolitik,8,0,0,1,6,0,1,0,0,0,0
Computational mechanics,8,0,0,0,6,0,1,0,1,0,0
Nichtlineare Mechanik,8,0,0,0,5,0,2,0,1,0,0
Mobbing,8,0,0,7,0,0,0,0,0,1,0
Kritische Infrastruktur,8,0,0,2,2,1,2,0,0,1,0
Chemisches Gleichgewicht,8,0,0,5,3,0,0,0,0,0,0
Mikrobiozönose,8,0,0,0,1,0,0,0,0,0,7
Josephson-Kontakt,8,0,0,0,2,0,0,0,0,2,4
Radioaktivität,8,0,0,2,5,0,0,0,0,1,0
Resonator,8,0,0,0,3,0,0,0,0,2,3
Bildwissenschaft,8,0,0,5,0,2,0,0,0,1,0
Salafija,8,0,0,6,2,0,0,0,0,0,0
Rechnungswesen,8,0,0,7,1,0,0,0,0,0,0
Gleichberechtigung,8,0,0,3,2,0,0,0,0,3,0
Pflanzenwachstum,8,0,0,0,1,0,0,0,0,1,6
Stahlbeton,8,0,0,4,2,1,0,0,0,1,0
Quanten-Hall-Effekt,8,0,0,0,4,0,1,0,0,0,3
Vertrag,8,0,0,1,0,0,0,0,0,6,1
Stressreaktion,8,0,0,0,4,0,0,0,0,1,3
Piezoelektrizität,8,0,0,0,7,0,0,0,0,1,0
Verfahrensindustrie,8,0,0,1,7,0,0,0,0,0,0
Scheduling,8,0,0,0,1,0,4,0,0,1,2
Wohnungswirtschaft,8,0,0,3,1,1,0,0,0,3,0
Energiekosten,8,0,0,5,0,0,0,1,0,1,1
Fotogrammetrie,8,0,0,2,1,1,1,1,1,0,1
Gitter,8,0,0,0,3,0,2,0,0,2,1
Tumor,8,0,0,0,3,0,0,0,0,4,1
Rechtspopulismus,8,0,0,4,0,2,0,0,0,2,0
Marginalität,8,0,0,3,2,0,0,0,0,2,1
Gouvernementalität,8,0,0,1,0,1,0,0,0,6,0
Tiefbohren,8,0,0,3,4,0,0,0,0,1,0
Betriebsverhalten,8,0,0,2,1,0,0,0,0,4,1
Meinungsfreiheit,8,0,0,1,0,0,0,0,0,6,1
Schulbau,8,0,0,2,4,1,1,0,0,0,0
Elektronische Unterschrift,8,0,0,1,1,0,3,0,0,3,0
Avionik,8,0,0,1,5,0,0,0,1,0,1
Psychoakustik,8,0,0,3,2,1,0,0,0,1,1
SolidWorks,8,0,0,5,1,0,0,2,0,0,0
Wettervorhersage,8,0,0,4,4,0,0,0,0,0,0
Oberflächeneigenschaft,8,0,0,1,4,0,0,0,0,2,1
Elektromotor,8,0,0,3,4,0,0,0,0,1,0
Lie-Theorie,8,0,0,0,7,0,1,0,0,0,0
Dispersion,8,0,0,0,4,0,0,0,0,2,2
Bootstrap-Statistik,8,0,0,0,6,0,0,0,0,2,0
Stochastische optimale Kontrolle,8,0,0,0,6,0,0,0,0,0,2
Soziale Probleme,8,0,0,4,1,1,1,0,0,1,0
Elliptische Kurve,8,0,0,0,6,0,1,0,0,0,1
Petrophysik,8,0,0,1,2,0,0,0,0,0,5
Medienphilosophie,8,0,0,3,2,0,0,0,0,3,0
Meeressediment,8,0,0,1,2,0,0,0,0,2,3
Historismus,8,0,0,3,0,1,0,0,0,4,0
Wertorientierung,8,0,0,3,2,1,0,1,0,1,0
Kompensation,8,0,0,1,2,0,0,0,0,3,2
Malerei,8,0,0,4,1,0,0,0,0,2,1
Regionalforschung,8,0,0,2,2,3,0,0,0,1,0
Mechanische Schwingung,8,0,0,4,2,0,1,0,1,0,0
Structural Health Monitoring,8,0,0,0,2,0,3,0,0,2,1
Grünplanung,8,0,0,2,4,1,0,0,0,1,0
Psychosoziale Belastung,8,0,0,4,0,1,0,0,1,2,0
Polymerelektronik,8,0,0,0,4,0,0,0,0,2,2
Salzgehalt,8,0,0,0,2,0,0,1,0,4,1
Montage,8,0,0,2,0,2,0,1,0,3,0
Thermische Verfahrenstechnik,8,0,0,3,4,0,0,1,0,0,0
Zeitverzögertes System,8,0,0,0,6,0,0,0,0,0,2
Singuläre Störung,8,0,0,0,8,0,0,0,0,0,0
Ungleichheit,8,0,0,5,0,0,1,0,1,0,1
Strahlenschutz,8,0,0,4,4,0,0,0,0,0,0
Funktionalisierung,8,0,0,0,1,0,0,0,0,4,3
Liberalismus,8,0,0,5,1,0,0,0,0,2,0
Schöpfungslehre,8,0,0,4,1,2,0,0,1,0,0
Kognitiver Prozess,8,0,0,3,2,0,2,0,0,1,0
Kosten-Nutzen-Analyse,8,0,0,2,2,0,0,0,1,2,1
Photolumineszenz,8,0,0,0,1,0,0,0,0,4,3
Tunnelbau,8,0,0,1,4,0,2,0,0,1,0
Stratigraphie,8,0,0,1,7,0,0,0,0,0,0
Utopische Architektur,8,0,0,1,5,2,0,0,0,0,0
Säugling,8,0,0,4,1,1,2,0,0,0,0
Meeresströmung,8,0,0,1,3,0,0,1,0,2,1
Layout,8,0,0,5,3,0,0,0,0,0,0
Schaf,8,0,0,0,0,0,1,0,0,6,1
Beugungsgitter,8,0,0,0,3,0,0,0,0,2,3
Membrantransport,8,0,0,1,3,0,0,0,1,1,2
Baustil,8,0,0,4,2,0,1,0,0,1,0
Parkettierung,8,0,0,0,7,0,0,0,0,1,0
Polymerase-Kettenreaktion,8,0,0,1,3,0,0,0,0,2,2
Geoökologie,8,0,0,4,4,0,0,0,0,0,0
Empfehlungssystem,8,0,0,2,3,0,2,0,0,1,0
Kernfusion,8,0,0,0,7,0,1,0,0,0,0
Metrologie,8,0,0,0,7,0,0,0,0,0,1
Ljapunov-Stabilitätstheorie,8,0,0,0,6,0,0,0,0,2,0
Silber,8,0,0,1,2,0,0,0,0,3,2
Kultursoziologie,8,0,0,6,1,0,0,1,0,0,0
Phasengleichgewicht,8,0,0,0,4,0,0,0,0,1,3
Numerische Integration,8,0,0,1,7,0,0,0,0,0,0
Zeit-Frequenz-Analyse,8,0,0,1,6,0,0,0,0,1,0
Unternehmenserfolg,8,0,0,3,4,0,0,0,0,0,1
Audiotechnik,8,0,0,5,2,0,0,1,0,0,0
Marke,8,0,0,1,3,0,0,1,0,3,0
Mikrowellenschaltung,8,0,0,0,5,0,0,0,2,1,0
Judentum,8,0,0,4,0,0,1,0,0,3,0
Elektroinstallation,8,0,0,7,0,0,0,1,0,0,0
Prüftechnik,8,0,0,4,3,0,0,0,1,0,0
Sedimentationsbecken,8,0,0,0,5,0,0,0,1,0,2
Kardiovaskuläre Krankheit,8,0,0,1,6,0,0,0,0,1,0
Chipkarte,8,0,0,0,2,0,5,0,0,1,0
Regenwasser,8,0,0,4,2,0,0,1,0,1,0
Ultraschneller Prozess,8,0,0,0,4,0,2,0,0,0,2
Kerntechnik,8,0,0,4,3,0,1,0,0,0,0
Kupfer,8,0,0,1,0,0,1,0,0,3,3
Erdölindustrie,8,0,0,1,7,0,0,0,0,0,0
Nationenbildung,8,0,0,4,0,0,0,0,0,4,0
Wissens- und Technologietransfer,8,0,0,4,2,0,1,0,0,1,0
Nutzen,8,0,0,2,2,0,1,0,0,2,1
Doppelschicht,8,0,0,0,1,0,0,0,0,3,4
Erinnerung,8,0,0,8,0,0,0,0,0,0,0
Transistor,8,0,0,1,5,0,0,0,0,2,0
Neutronenstreuung,8,0,0,0,4,0,0,0,0,0,4
React,8,0,0,0,8,0,0,0,0,0,0
t-Quark,8,0,0,0,2,0,0,0,0,1,5
Offshore-Technik,8,0,0,0,3,0,1,0,1,1,2
WINDOWS,8,0,0,5,3,0,0,0,0,0,0
Polyelektrolyt,8,0,0,0,1,0,0,0,0,3,4
Künstler,8,0,0,5,2,0,0,0,0,1,0
Beschichtungsstoff,8,0,0,4,0,0,0,0,1,2,1
Nationalpark,8,0,0,4,2,0,0,0,0,0,2
Benetzung,8,0,0,0,4,0,0,0,0,2,2
Elektronische Überwachung,8,0,0,4,3,0,0,1,0,0,0
Optoelektronik,8,0,0,0,5,0,1,0,1,1,0
Mutter,8,0,0,6,2,0,0,0,0,0,0
Piezoelektrischer Stoff,8,0,3,0,4,0,0,0,0,1,0
Wissensorganisation,8,0,0,3,1,0,2,1,0,1,0
Ionisation,8,0,0,0,2,0,0,0,0,2,4
Kosten,8,0,0,4,2,0,0,0,0,1,1
Hybridwerkstoff,8,0,0,1,1,0,0,0,0,2,4
Kühlung,8,0,0,2,4,0,0,0,0,0,2
Videotechnik,8,0,0,3,3,0,0,0,1,1,0
Prozesssimulation,8,0,0,1,4,0,0,0,0,2,1
Korrelation,8,0,0,1,2,0,0,0,0,0,5
Pflanzengesellschaft,8,0,0,1,1,0,0,0,0,5,1
Weltpolitik,8,0,0,6,0,0,0,0,1,1,0
Elektrokatalyse,8,0,0,0,7,0,1,0,0,0,0
Bohrloch,8,0,0,0,5,0,0,0,0,1,2
Nichtlineares Regelungssystem,7,0,0,0,4,0,3,0,0,0,0
Abwasserverwertung,7,0,0,2,5,0,0,0,0,0,0
Biologisch abbaubarer Kunststoff,7,0,0,0,7,0,0,0,0,0,0
Polymerkomplexe,7,0,0,0,2,0,0,0,0,2,3
Zeiteinteilung,7,0,0,6,0,0,0,0,1,0,0
Soziale Kontrolle,7,0,0,5,1,0,0,1,0,0,0
Keramik,7,0,0,4,1,0,1,0,0,1,0
Gittermodell,7,0,0,0,2,0,0,0,0,1,4
Gravitationsfeld,7,0,0,0,3,0,1,0,0,2,1
Quantitative Analyse,7,0,0,2,4,0,0,0,0,1,0
Djihad,7,0,0,4,1,0,0,1,0,1,0
Arbeitsplatzgestaltung,7,0,0,5,2,0,0,0,0,0,0
Bodenmikrobiologie,7,0,0,0,3,0,0,0,1,0,3
Globale Optimierung,7,0,0,1,3,0,1,0,0,0,2
Fassadengestaltung,7,0,0,4,1,0,0,1,0,0,1
Sicherheitskritisches System,7,0,0,2,1,1,1,0,0,1,1
Joomla!,7,0,0,3,4,0,0,0,0,0,0
Anforderung,7,0,0,5,0,0,0,1,0,1,0
Trockengebiet,7,0,0,1,5,0,0,0,0,0,1
Open Access,7,0,0,1,6,0,0,0,0,0,0
Sanierung,7,0,0,1,5,1,0,0,0,0,0
Ultraschall,7,0,0,1,3,0,0,0,0,2,1
Stochastische Geometrie,7,0,0,0,4,0,3,0,0,0,0
Verbraucherzufriedenheit,7,0,0,7,0,0,0,0,0,0,0
Tieftemperaturtechnik,7,0,0,0,5,0,2,0,0,0,0
Eisenlegierung,7,0,0,6,0,0,0,0,0,0,1
Toxikologie,7,0,0,1,4,1,1,0,0,0,0
Gesundheitsschädlicher Stoff,7,0,0,4,2,0,0,0,0,1,0
Flüchtlingshilfe,7,0,0,4,3,0,0,0,0,0,0
Bodenbelag,7,0,0,3,0,1,0,1,2,0,0
Schatten,7,0,0,2,1,1,0,0,0,3,0
Baustelle,7,0,0,3,1,0,0,1,1,1,0
Wahrheit,7,0,0,5,0,0,0,0,0,1,1
Kosmologisches Modell,7,0,0,1,6,0,0,0,0,0,0
Künstliches Leben,7,0,0,2,2,0,3,0,0,0,0
Asymptotische Statistik,7,0,0,0,5,0,1,0,1,0,0
Markov-Ketten-Monte-Carlo-Verfahren,7,0,0,0,6,0,0,0,0,0,1
Passivhaus,7,0,0,1,4,0,0,2,0,0,0
Meinungsbildung,7,0,0,2,2,0,0,0,0,3,0
Bohren,7,0,0,4,3,0,0,0,0,0,0
Elektronisches Wasserzeichen,7,0,0,0,1,0,6,0,0,0,0
Robuste Kontrolle,7,0,0,0,6,0,1,0,0,0,0
Kupferlegierung,7,0,0,4,1,0,0,0,1,0,1
Geoökosystem,7,0,0,6,1,0,0,0,0,0,0
Natürlicher Baustoff,7,0,0,3,2,0,0,1,0,1,0
Niederdimensionale Topologie,7,0,0,0,6,0,1,0,0,0,0
Lichtstreuung,7,0,0,0,6,0,1,0,0,0,0
Zahl,7,0,0,4,2,0,0,1,0,0,0
Paralleler Algorithmus,7,0,0,0,0,0,3,0,0,4,0
Ökotourismus,7,0,0,2,3,0,0,0,0,0,2
Rutheniumkomplexe,7,0,0,1,1,0,0,0,0,0,5
Modellbau,7,0,0,6,1,0,0,0,0,0,0
Theoretische Elektrotechnik,7,0,0,5,0,0,0,1,0,1,0
Universalität,7,0,0,2,1,0,0,0,0,2,2
Bürgerliche Gesellschaft,7,0,0,5,1,0,0,0,0,0,1
Funktionalismus,7,0,0,2,5,0,0,0,0,0,0
Reformpolitik,7,0,0,6,1,0,0,0,0,0,0
Landwirtschaftlicher Betrieb,7,0,0,1,2,1,0,0,0,3,0
Fehlinformation,7,0,0,4,1,0,1,0,0,0,1
Handlungskompetenz,7,0,0,5,0,0,0,0,0,2,0
Bundestagswahl,7,0,0,3,1,0,0,0,0,2,1
Digitalfilter,7,0,0,2,3,0,0,0,0,2,0
OFDM,7,0,0,0,5,0,0,0,0,2,0
Inkompressible Strömung,7,0,0,0,6,0,0,0,0,0,1
Nanoporöser Stoff,7,0,0,0,1,0,0,0,0,5,1
Kraftstoff,7,0,0,4,0,1,0,0,0,0,2
Bildliche Darstellung,7,0,0,2,3,0,0,0,0,2,0
Plastik,7,0,0,5,1,1,0,0,0,0,0
Einkommensverteilung,7,0,0,2,3,0,1,0,0,0,1
Inverses Streuproblem,7,0,0,0,6,0,1,0,0,0,0
Informationsfreiheit,7,0,0,2,2,0,0,0,0,3,0
Judenverfolgung,7,0,0,5,1,1,0,0,0,0,0
Glasfaserverstärkter Kunststoff,7,0,0,2,1,0,0,0,0,3,1
Elementargeometrie,7,0,0,7,0,0,0,0,0,0,0
Zeithintergrund,7,0,0,5,0,0,0,0,0,1,1
Formelsammlung,7,0,0,6,0,0,0,1,0,0,0
Softwaremetrie,7,0,0,2,2,0,1,0,2,0,0
Stichprobe,7,0,0,2,4,0,0,1,0,0,0
