Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Körperschall,5,0,0,1,1,0,0,0,3,0,0
Lagemessung,5,0,0,0,1,0,0,0,1,3,0
Digital-Analog-Umsetzer,5,0,0,1,4,0,0,0,0,0,0
Dreidimensionale geometrische Modellierung,5,0,0,3,1,0,1,0,0,0,0
Elektrisches Betriebsmittel,5,0,0,4,0,0,0,1,0,0,0
Gletscher,5,0,0,1,3,0,1,0,0,0,0
Journalistik,5,0,0,4,1,0,0,0,0,0,0
Ernährungswirtschaft,5,0,0,5,0,0,0,0,0,0,0
Eutrophierung,5,0,0,1,2,0,0,0,0,0,2
Sozialpartnerschaft,5,0,0,2,2,0,0,0,0,0,1
Produktivitätsmessung,5,0,0,1,4,0,0,0,0,0,0
Dezentrale Steuerung,5,0,0,1,2,0,0,0,0,0,2
Weisheit,5,0,0,3,1,0,0,0,0,1,0
Siliciumbauelement,5,0,0,0,4,0,0,0,0,1,0
Ackerbau,5,0,0,2,2,0,1,0,0,0,0
Psychosoziale Versorgung,5,0,0,4,1,0,0,0,0,0,0
Rechtsberatung,5,0,0,4,0,0,0,0,0,1,0
Dispersion,5,0,0,1,1,0,0,0,1,1,1
Reichtum,5,0,0,3,1,0,0,0,0,1,0
Reaktion,5,0,0,2,1,0,0,0,0,1,1
Pflanzenökologie,5,0,0,3,2,0,0,0,0,0,0
Herpesviren,5,0,0,0,0,0,0,0,0,2,3
Verzahnung,5,0,0,3,1,0,0,0,0,1,0
Wunder,5,0,0,2,1,0,0,0,0,2,0
Handelsbilanz,5,0,0,2,0,0,0,0,0,3,0
Neuer Mitarbeiter,5,0,0,4,0,0,0,1,0,0,0
Konsumverzicht,5,0,0,4,1,0,0,0,0,0,0
Sozialhilfeempfänger,5,0,0,2,1,1,0,0,0,1,0
Integralgeometrie,5,0,0,0,2,0,1,0,0,0,2
Weinbau,5,0,0,1,4,0,0,0,0,0,0
Kupferlegierung,5,0,0,2,1,0,0,0,1,0,1
Fichte,5,0,0,0,0,0,0,0,0,2,3
Lexikon,5,0,0,3,0,0,0,0,0,2,0
Veteran,5,0,0,3,0,0,0,0,1,0,1
Geschmack Ästhetik,5,0,0,1,2,2,0,0,0,0,0
Sozialgeschichtliche Exegese,5,0,0,2,2,0,0,0,0,1,0
Dimension unendlich,5,0,0,0,4,0,1,0,0,0,0
Zuverlässigkeitstheorie,5,0,0,1,3,0,0,0,0,0,1
Viskosität,5,0,0,1,2,0,0,0,0,2,0
Klärschlamm,5,0,0,0,3,0,0,0,0,1,1
Angewandte Hydrogeologie,5,0,0,3,2,0,0,0,0,0,0
Lineares Differentialgleichungssystem,5,0,0,0,2,0,1,0,1,1,0
Informatiker,5,0,0,2,2,0,0,0,0,1,0
Palladium,5,0,0,0,1,0,0,0,0,3,1
Qualitative Theorie,5,0,0,0,5,0,0,0,0,0,0
Rauschgift,5,0,0,2,1,0,0,0,0,2,0
Parametrisierung,5,0,0,0,2,0,2,0,0,1,0
Indextheorie,5,0,0,0,3,0,0,0,0,0,2
Agrobusiness,5,0,0,1,4,0,0,0,0,0,0
Integrative Schule,5,0,0,5,0,0,0,0,0,0,0
Sicherungsverwahrung,5,0,0,1,0,0,0,0,0,3,1
Wand,5,0,0,2,1,0,0,0,0,1,1
Gestaltungsfreiheit,5,0,0,0,0,0,0,0,0,4,1
Beweisaufnahme,5,0,0,0,0,0,0,0,0,5,0
Frame Journalismus,5,0,0,0,0,0,0,0,0,2,3
Tragfähigkeit,5,0,0,1,0,0,0,0,0,3,1
Public Health,5,0,0,1,2,1,0,0,0,1,0
Gartenarbeit,5,0,0,4,1,0,0,0,0,0,0
Kundentreue,5,0,0,3,0,0,0,0,0,2,0
Kontinuumsstrahlung,5,0,0,0,2,0,0,0,0,2,1
Bewertungssystem,5,0,0,1,1,0,0,0,0,3,0
Zeitgeist,5,0,0,4,1,0,0,0,0,0,0
Display,5,0,0,0,2,0,1,0,0,1,1
Bildbanksystem,5,0,0,0,2,0,3,0,0,0,0
Bruch,5,0,0,1,2,0,0,0,0,1,1
Arbeitgeber,5,0,0,0,0,0,0,0,0,4,1
Reihenuntersuchung,5,0,0,0,0,0,0,0,0,1,4
Beweislast,5,0,0,0,0,0,0,0,0,4,1
Entscheidungsbaum,5,0,0,1,3,0,1,0,0,0,0
Frequenzumsetzung,5,0,0,0,0,0,0,0,0,3,2
Freiformfläche,5,0,0,2,0,0,0,0,0,0,3
Arisierung,5,0,0,2,0,1,0,1,0,1,0
Polykristall,5,0,0,0,1,0,0,0,0,2,2
Hyperbolizität,5,0,0,0,5,0,0,0,0,0,0
Minimalfläche,5,0,0,0,4,0,0,0,0,1,0
Zivilurteil,5,0,0,2,0,0,0,0,0,2,1
Siglo de oro,5,0,0,1,3,0,0,0,0,0,1
Brutalismus,5,0,0,1,4,0,0,0,0,0,0
Sein,5,0,0,3,1,0,0,0,0,0,1
Bergsturz,5,0,0,0,4,0,0,0,0,0,1
Orden,5,0,0,3,1,0,0,1,0,0,0
Historischer Roman,5,0,0,1,3,0,0,0,0,1,0
Alkohol,5,0,0,2,1,0,0,0,0,1,1
Diagnosis-related-groups-Konzept,5,0,0,3,0,0,0,0,0,1,1
Insiderinformation,5,0,0,0,0,0,0,0,0,4,1
Hand,5,0,0,1,2,0,0,0,0,1,1
Philologie,5,0,0,1,2,1,0,0,0,1,0
Schulische Integration,5,0,0,3,0,1,0,0,0,1,0
Subjektive Theorie,5,0,0,2,0,1,0,0,0,2,0
Außerirdisches Leben,5,0,0,1,4,0,0,0,0,0,0
Optische Kohärenz,5,0,0,0,2,0,0,0,0,0,3
Constraint Künstliche Intelligenz,5,0,0,0,1,0,3,0,0,1,0
Astrometrie,5,0,0,0,4,0,1,0,0,0,0
Ehre,5,0,0,2,1,0,0,0,0,2,0
Kulturgeschichte Fach,5,0,0,0,2,0,2,0,0,1,0
Schuljahr 1,5,0,0,1,0,0,0,0,0,4,0
Darknet,5,0,0,2,2,1,0,0,0,0,0
Komet,5,0,0,1,3,0,0,0,0,0,1
Actor-Network-Theory,5,0,0,2,1,0,0,1,0,1,0
Staatsform,5,0,0,4,0,0,0,0,0,1,0
Experimentauswertung,5,0,0,0,4,0,0,0,0,0,1
Tandem-Massenspektrometrie,5,0,0,0,1,0,0,0,0,0,4
Komplikation,5,0,0,0,4,0,0,0,0,1,0
Gentransfer,5,0,0,0,1,0,0,0,0,2,2
Schulschwierigkeiten,5,0,0,5,0,0,0,0,0,0,0
Internationaler Umweltschutz,5,0,0,2,1,0,0,0,1,1,0
Altengerechtes Wohnen,5,0,0,3,0,0,0,1,0,1,0
Phenole,5,0,0,0,1,0,0,0,0,3,1
Erdbebenbelastung,5,0,0,2,2,0,0,0,0,0,1
Kinetische Gastheorie,5,0,0,2,1,0,1,0,0,1,0
Elektronenspinresonanz,5,0,0,0,3,0,0,0,0,1,1
Atombau,5,0,0,0,4,0,0,1,0,0,0
Kurator Museumskunde,5,0,0,2,0,1,0,0,0,2,0
Illegalität,5,0,0,1,2,0,2,0,0,0,0
Pharmazie,5,0,0,1,2,0,0,0,0,2,0
Betriebsaufspaltung,5,0,0,0,0,0,0,0,0,4,1
Gesetzesfolgenabschätzung,5,0,0,0,0,0,0,0,0,4,1
Extremwert,5,0,0,1,2,0,1,0,1,0,0
Leben-Jesu-Forschung,5,0,0,4,0,0,1,0,0,0,0
Gläubigerschutz,5,0,0,0,0,0,0,0,0,3,2
Gewissensfreiheit,5,0,0,0,0,0,0,0,0,5,0
Scholastik,5,0,0,2,1,0,1,0,0,1,0
Dichte Stochastik,5,0,0,0,2,0,0,0,0,2,1
Religiöse Sozialisation,5,0,0,3,0,0,0,0,0,1,1
Angewandte Forschung,5,0,0,1,2,1,0,0,0,1,0
Muster Struktur,5,0,0,2,3,0,0,0,0,0,0
Gehen,5,0,0,1,1,0,0,0,0,2,1
Gegenwartssprache,5,0,0,5,0,0,0,0,0,0,0
Gemeinschaftsunternehmen,5,0,0,2,1,0,0,0,0,1,1
Pensionskasse,5,0,0,0,3,0,0,0,0,1,1
Private Altersversorgung,5,0,0,0,2,1,0,0,0,2,0
Falten- und Überschiebungsgürtel,5,0,0,1,2,0,0,0,0,0,2
Lagrange-Formalismus,5,0,0,1,3,0,1,0,0,0,0
Biomimetikum,5,0,0,0,2,0,1,0,0,0,2
Literaturvermittlung,5,0,0,0,2,1,0,0,0,2,0
Symplektische Mannigfaltigkeit,5,0,0,0,1,0,1,0,0,1,2
Entwicklungsfinanzierung,5,0,0,0,4,0,0,0,0,1,0
Dirac-Operator,5,0,0,0,2,0,1,0,0,1,1
Selbstoptimierung,5,0,0,3,0,0,0,0,0,1,1
Carrier-Proteine,5,0,0,0,2,0,0,0,1,2,0
Feuerung,5,0,0,2,0,0,0,0,1,2,0
Berufsschullehrer,5,0,0,2,0,0,0,0,0,2,1
Erklärung,5,0,0,2,3,0,0,0,0,0,0
Disziplinierung,5,0,0,3,0,0,0,1,0,1,0
Siloxane,5,0,0,0,1,0,0,0,0,1,3
Seekrieg,5,0,0,2,1,0,0,0,1,1,0
Badminton,5,0,0,3,0,0,0,2,0,0,0
Berufspraxis,5,0,0,4,0,0,0,0,0,1,0
Ölpest,5,0,0,1,4,0,0,0,0,0,0
Korrelationsanalyse,5,0,0,2,0,0,3,0,0,0,0
Surrealismus,5,0,0,0,4,0,0,0,0,1,0
Vergleichende Religionswissenschaft,5,0,0,0,3,0,0,1,0,1,0
Raumstation,5,0,0,1,4,0,0,0,0,0,0
Fleisch,5,0,0,1,4,0,0,0,0,0,0
Prophetie,5,0,0,2,1,1,0,0,0,1,0
Zulieferindustrie,5,0,0,4,0,0,0,0,0,1,0
Office Programm,5,0,0,3,2,0,0,0,0,0,0
Rauschunterdrückung,5,0,0,0,1,0,0,0,1,1,2
Plantage,5,0,0,0,2,0,0,0,1,0,2
Sportgerät,5,0,0,4,0,0,0,0,0,1,0
Kriegsberichterstattung,5,0,0,3,0,0,0,0,1,1,0
Internationale Wirtschaftsorganisation,5,0,0,0,4,0,1,0,0,0,0
Ausbau Bauwesen,5,0,0,5,0,0,0,0,0,0,0
Rhodococcus equi,5,0,0,0,0,0,0,0,0,4,1
Responsive Webdesign,5,0,0,4,1,0,0,0,0,0,0
Leib,5,0,0,3,0,1,0,0,0,1,0
Datenorganisation,5,0,0,5,0,0,0,0,0,0,0
Membranfiltration,5,0,0,0,2,0,0,0,0,0,3
Maschinenschwingung,5,0,0,1,2,0,0,0,1,1,0
Intensivtherapie,5,0,0,0,4,0,1,0,0,0,0
Entzündung,5,0,0,0,3,0,0,0,0,2,0
Tugend,5,0,0,2,1,0,0,0,0,1,1
Tragflügel,5,0,0,0,4,0,0,0,0,1,0
Autopoiese,5,0,0,3,1,0,0,0,0,1,0
Taktiler Sensor,5,0,0,0,0,0,0,0,0,5,0
Wissensintensives Unternehmen,5,0,0,0,0,0,0,0,0,5,0
Währung,5,0,0,3,0,0,2,0,0,0,0
Methode der partiellen kleinsten Quadrate,5,0,0,3,1,0,0,0,0,1,0
Täufer,5,0,0,3,1,1,0,0,0,0,0
Kirchenkritik,5,0,0,4,0,1,0,0,0,0,0
Azteken,5,0,0,3,2,0,0,0,0,0,0
Luftfahrtrecht,5,0,0,2,3,0,0,0,0,0,0
Biologisches Material,5,0,0,1,1,0,0,0,0,1,2
Elliptische Funktion,5,0,0,1,3,0,0,1,0,0,0
Funktionale Differenzierung,5,0,0,3,0,0,0,0,0,1,1
Randomisierter Algorithmus,5,0,0,1,0,0,1,0,0,1,2
Abwasservermeidung,5,0,0,0,5,0,0,0,0,0,0
Ablösung,5,0,0,4,0,0,0,0,0,1,0
Kriegsursache,5,0,0,5,0,0,0,0,0,0,0
Targeted drug delivery,5,0,0,0,3,0,0,0,0,2,0
Modulraum,5,0,0,0,5,0,0,0,0,0,0
Metrik,5,0,0,2,3,0,0,0,0,0,0
Jugendamt,5,0,0,1,0,0,0,0,0,4,0
Störsicherheit,5,0,0,4,1,0,0,0,0,0,0
Lactone,5,0,0,0,0,0,0,0,0,1,4
Netzneutralität,5,0,0,0,0,0,0,0,0,4,1
Kontinuumsphysik,5,0,0,1,4,0,0,0,0,0,0
Kosmetikum,5,0,0,0,3,0,0,2,0,0,0
Kompaktifizierung,5,0,0,0,2,0,1,0,0,0,2
Autoaggressionskrankheit,5,0,0,0,4,0,0,0,0,1,0
Schlafapnoe,5,0,0,0,5,0,0,0,0,0,0
Enthusiasmus,5,0,0,2,0,0,0,0,0,3,0
Polyeder,5,0,0,2,3,0,0,0,0,0,0
Erzählforschung,5,0,0,3,1,0,0,0,0,0,1
Amerikanistik,5,0,0,2,2,0,1,0,0,0,0
Fußballbundesliga,5,0,0,2,0,0,0,0,0,2,1
Programmsynthese,5,0,0,0,1,0,4,0,0,0,0
Endlager,5,0,0,0,1,0,1,0,1,1,1
Avantgardeliteratur,5,0,0,1,1,3,0,0,0,0,0
Lyriktheorie,5,0,0,4,1,0,0,0,0,0,0
Informationsgehalt,5,0,0,5,0,0,0,0,0,0,0
Jugendlicher Arbeitnehmer,5,0,0,1,4,0,0,0,0,0,0
Fahrtest,5,0,0,1,0,0,0,0,0,3,1
Straffälligenhilfe,5,0,0,2,2,1,0,0,0,0,0
Konfokale Mikroskopie,5,0,0,0,2,0,0,0,1,0,2
Wirbelsäule,5,0,0,0,3,0,0,0,0,0,2
Autökologie,5,0,0,0,4,0,0,0,0,0,1
Altenheim,5,0,0,2,2,1,0,0,0,0,0
Götter,5,0,0,3,2,0,0,0,0,0,0
Dämon,5,0,0,3,1,0,0,0,0,0,1
Internationale Handelsschiedsgerichtsbarkeit,5,0,0,0,0,0,0,0,0,5,0
Satellitengeodäsie,5,0,0,3,1,0,1,0,0,0,0
Mykologie,5,0,0,3,0,0,0,0,0,1,1
Marktmanipulation,5,0,0,0,0,0,0,0,0,5,0
Konstruktive Didaktik,5,0,0,4,0,0,0,0,0,1,0
Ungerechtfertigte Bereicherung,5,0,0,0,0,0,0,0,0,4,1
Geschäftsgeheimnis,5,0,0,0,0,0,0,0,0,3,2
Münze,5,0,0,2,1,0,0,0,0,0,2
Rassenpolitik,5,0,0,0,3,0,0,0,0,2,0
Spinglas,5,0,0,0,2,0,2,0,0,0,1
Alliierte,5,0,0,3,1,1,0,0,0,0,0
Entwicklungsmodell,5,0,0,2,2,0,0,0,0,1,0
Netzkunst,5,0,0,1,1,0,0,1,0,2,0
Morphologie Biologie,5,0,0,0,4,0,0,0,0,0,1
Jugend Motiv,5,0,0,3,1,0,0,0,0,1,0
Urteilen,5,0,0,5,0,0,0,0,0,0,0
Streetwork,5,0,0,1,0,0,0,0,0,4,0
Excel 2010,5,0,0,4,1,0,0,0,0,0,0
Behindertenwohnheim,5,0,0,3,1,0,0,0,0,1,0
Laubwald,5,0,0,0,0,0,0,0,0,1,4
Polyethylenglykole,5,0,0,0,0,0,0,0,0,2,3
Regionale Geografie,5,0,0,3,0,0,0,0,0,1,1
Vesikel,5,0,0,0,0,0,0,0,0,1,4
Arthroplastik,5,0,0,0,5,0,0,0,0,0,0
Helium,5,0,0,1,3,0,0,0,0,1,0
Leasinggesellschaft,5,0,0,4,0,0,0,0,0,1,0
Hüftgelenkprothese,5,0,0,1,0,0,0,0,0,1,3
Art,5,0,0,2,1,0,1,0,0,0,1
Nullstelle,5,0,0,0,5,0,0,0,0,0,0
Kraftmessung,5,0,0,0,1,0,0,0,0,4,0
Hochgeschwindigkeitskommunikation,5,0,0,0,3,0,1,0,0,0,1
Plastische Chirurgie,5,0,0,0,5,0,0,0,0,0,0
Kavitation,5,0,0,0,2,0,0,0,0,1,2
Pipeline,5,0,0,0,5,0,0,0,0,0,0
Jugendlicher Flüchtling,5,0,0,1,0,1,0,1,0,2,0
Reaktionsgeschwindigkeit,5,0,0,0,4,0,0,0,0,0,1
Nichtholonome Bedingung,5,0,0,0,4,0,0,0,1,0,0
Zellzyklus,5,0,0,0,1,0,0,0,0,1,3
Zeitauflösung,5,0,0,0,2,0,1,0,0,2,0
Metrik Mathematik,5,0,0,0,5,0,0,0,0,0,0
Klient,5,0,0,4,0,0,0,0,0,1,0
Staatsrechtswissenschaft,5,0,0,2,0,1,0,0,0,2,0
Junger Mann,5,0,0,4,0,0,0,1,0,0,0
Zwischenmolekulare Kraft,5,0,0,0,5,0,0,0,0,0,0
Herero-Nama-Aufstand,5,0,0,2,0,0,0,0,1,2,0
Konfliktvermeidung,5,0,0,1,0,1,0,0,1,2,0
Calcium,5,0,0,0,1,0,0,0,0,1,3
Sturmflut,5,0,0,0,1,1,0,0,0,2,1
Grünanlage,5,0,0,3,2,0,0,0,0,0,0
Bildnerisches Gestalten,5,0,0,4,0,1,0,0,0,0,0
Strahlformung Laser,5,0,0,0,0,0,0,0,0,2,3
Bevölkerungspolitik,5,0,0,2,0,0,1,0,1,1,0
Strafgefangener,5,0,0,3,1,0,0,0,0,1,0
Umweltstandard,5,0,0,2,2,0,0,0,0,0,1
Softwareproduktion,5,0,0,0,3,0,0,0,1,1,0
Beulung,5,0,0,0,3,0,0,0,0,2,0
Wellenmechanik,5,0,0,0,4,0,0,1,0,0,0
Pflanzenname,5,0,0,5,0,0,0,0,0,0,0
Meerwasser,5,0,0,0,1,1,0,1,0,2,0
Nebensprechen,5,0,0,0,2,0,0,0,0,2,1
Familienstruktur,5,0,0,4,0,0,0,0,0,0,1
Molekularstrahlepitaxie,5,0,0,0,1,0,0,0,0,2,2
Krise Motiv,5,0,0,3,2,0,0,0,0,0,0
Druckgrafik,5,0,0,2,0,1,0,0,0,2,0
Kosmogonie,5,0,0,3,0,1,0,0,0,1,0
Uhr,5,0,0,1,3,0,0,0,0,0,1
Turm,5,0,0,1,1,1,0,2,0,0,0
Tropischer Regenwald,5,0,0,1,1,0,0,0,0,0,3
Zeitfaktor,5,0,0,2,1,1,0,0,0,1,0
Mitbestimmungsrecht,5,0,0,0,0,0,0,0,0,5,0
Schmierung,5,0,0,0,4,0,0,1,0,0,0
Gitter-Boltzmann-Methode,5,0,0,0,5,0,0,0,0,0,0
Türkische Familie,5,0,0,1,0,0,0,0,0,3,1
Schultheater,5,0,0,3,0,2,0,0,0,0,0
Demonstration,5,0,0,3,0,0,0,1,0,1,0
Multivariate Daten,5,0,0,0,3,0,2,0,0,0,0
Rangstatistik,5,0,0,0,4,0,0,0,1,0,0
Transportsystem,5,0,0,0,2,1,1,0,0,1,0
Ess- und Trinksitte,5,0,0,4,0,0,1,0,0,0,0
Braunkohlentagebau,5,0,0,5,0,0,0,0,0,0,0
Abbau,5,0,0,2,1,0,0,1,0,1,0
Prokaryoten,5,0,0,0,4,0,0,0,0,0,1
Borderline-Persönlichkeitsstörung,5,0,0,5,0,0,0,0,0,0,0
Verwaltungsautomation,5,0,0,1,2,0,0,1,0,1,0
Angewandte Ethik,5,0,0,3,0,0,0,0,0,2,0
Männerforschung,5,0,0,4,0,0,0,0,0,1,0
Politisches Bewusstsein,5,0,0,4,0,0,0,0,0,1,0
Festschrift,5,0,0,3,1,1,0,0,0,0,0
Finanzanalyse,5,0,0,2,3,0,0,0,0,0,0
Formale Semantik,5,0,0,0,4,0,1,0,0,0,0
Radfahren,5,0,0,0,4,1,0,0,0,0,0
Investitionsschutzabkommen,5,0,0,0,1,0,0,0,0,4,0
Vertikale Integration,5,0,0,2,1,0,0,0,0,2,0
Luftverkehrsgesellschaft,5,0,0,1,4,0,0,0,0,0,0
Elektrostatik,5,0,0,2,3,0,0,0,0,0,0
Prozessrecht,5,0,0,2,2,0,0,0,0,1,0
Kamera,5,0,0,0,3,0,0,0,0,2,0
Gauß-Prozess,5,0,0,0,2,0,0,0,0,0,3
Ertragsteuerrecht,5,0,0,1,0,1,0,0,0,3,0
V-Modell,5,0,0,3,0,1,0,0,0,1,0
Reichsidee,5,0,0,0,2,0,1,0,0,0,2
Optische Schicht,5,0,0,0,3,0,0,0,0,2,0
Buchgestaltung,5,0,0,4,1,0,0,0,0,0,0
Spektralmethode,5,0,0,0,4,0,1,0,0,0,0
Bedeutungswandel,5,0,0,3,1,0,0,0,0,1,0
Ingenieurvermessung,5,0,0,1,2,0,0,2,0,0,0
SAP NetWeaver,5,0,0,2,2,0,0,1,0,0,0
Leitfähigkeit,5,0,0,1,2,0,0,0,0,2,0
Green-IT,5,0,0,1,3,0,0,0,0,0,1
Ruine,5,0,0,3,2,0,0,0,0,0,0
Wavelet-Analyse,5,0,0,0,5,0,0,0,0,0,0
L-Funktion,5,0,0,0,5,0,0,0,0,0,0
Wertverteilungstheorie,5,0,0,0,5,0,0,0,0,0,0
Sozialer Kontakt,5,0,0,2,1,0,0,1,0,0,1
Dynamische Web-Seite,5,0,0,3,1,0,0,1,0,0,0
Verwaltungsvereinfachung,5,0,0,0,1,0,0,0,0,4,0
Neubaugebiet,5,0,0,3,1,1,0,0,0,0,0
Versicherungsaufsicht,5,0,0,0,1,1,0,0,0,1,2
Zinnlagerstätte,5,0,0,0,0,0,0,0,0,1,4
Cycloaddition,5,0,0,0,0,0,0,0,0,1,4
Abfluss,5,0,0,0,0,0,0,0,0,4,1
Kleinbauer,5,0,0,0,1,0,0,0,0,2,2
Messsignal,5,0,0,4,0,0,0,1,0,0,0
Wasserstoffähnliches Ion,5,0,0,0,0,0,0,0,0,2,3
Fließverhalten,5,0,0,2,1,0,0,0,0,2,0
Elfter September Motiv,5,0,0,3,1,0,0,0,0,1,0
Ordoliberalismus,5,0,0,1,1,0,0,0,0,1,2
Pulver,5,0,0,2,2,0,0,0,0,0,1
Mais,5,0,0,0,1,0,0,0,0,0,4
Schuljahr 8,5,0,0,3,0,0,0,0,0,2,0
Kolonialismus Motiv,5,0,0,0,5,0,0,0,0,0,0
Militärsoziologie,5,0,0,2,2,0,0,0,0,1,0
Weiterführende Schule,5,0,0,4,0,0,0,0,0,1,0
Wasserherkunftsgebiet,5,0,0,0,5,0,0,0,0,0,0
Dynamische Stabilität,5,0,0,0,5,0,0,0,0,0,0
Ostdeutsche,5,0,0,5,0,0,0,0,0,0,0
Neutronenstrahlung,5,0,0,0,2,0,0,0,0,0,3
Stichprobe,5,0,0,3,2,0,0,0,0,0,0
Backsteinbau,5,0,0,4,1,0,0,0,0,0,0
Kernastrophysik,5,0,0,0,1,0,3,0,0,0,1
Trauma Motiv,5,0,0,0,3,0,0,0,0,0,2
Russlandbild,5,0,0,2,2,0,0,0,0,1,0
Trinitätslehre,5,0,0,5,0,0,0,0,0,0,0
Wellenoptik,5,0,0,1,1,0,1,0,0,1,1
Regionales Wirtschaftswachstum,5,0,0,0,5,0,0,0,0,0,0
Kinderanalyse,5,0,0,5,0,0,0,0,0,0,0
Rechtsgeltung,5,0,0,3,0,0,0,0,0,1,1
Anknüpfung,5,0,0,0,0,0,0,0,0,4,1
Fremdfinanzierung,5,0,0,1,1,0,0,0,0,2,1
Bilanzpolitik,5,0,0,3,0,0,0,0,0,2,0
Konfuzianismus,5,0,0,5,0,0,0,0,0,0,0
Antifaschismus,5,0,0,3,0,0,0,0,0,2,0
Eisenoxide,5,0,0,0,1,0,0,0,0,3,1
ARM Computerarchitektur,5,0,0,0,5,0,0,0,0,0,0
Bondgraph,5,0,0,5,0,0,0,0,0,0,0
Wasserspeicher,5,0,0,5,0,0,0,0,0,0,0
Kraftwerkstechnik,5,0,0,2,1,0,1,1,0,0,0
Luftreinhaltung,5,0,0,0,2,1,0,0,0,2,0
Komplexe Funktion,5,0,0,1,4,0,0,0,0,0,0
Physikalisch-chemische Eigenschaft,5,0,0,3,0,0,0,0,0,1,1
Graphische Programmierung,5,0,0,3,2,0,0,0,0,0,0
Paternalismus,5,0,0,0,1,1,0,0,0,3,0
Hurrikan,5,0,0,0,4,0,0,0,0,1,0
Kirchliches Leben,5,0,0,3,0,1,0,0,0,0,1
Politische Betätigung,5,0,0,2,2,0,0,0,0,1,0
Büroeinrichtung,5,0,0,3,2,0,0,0,0,0,0
Familiengesellschaft,5,0,0,2,0,0,0,0,0,3,0
Unschärfe,5,0,0,1,1,0,2,0,1,0,0
Kirchliche Kinderarbeit,5,0,0,5,0,0,0,0,0,0,0
Spielsucht,5,0,0,5,0,0,0,0,0,0,0
Erwachsener 18-25 Jahre,5,0,0,4,0,0,0,0,0,1,0
Stärke,5,0,0,0,2,0,0,0,0,2,1
Optisches Signal,5,0,0,0,3,0,0,0,0,2,0
Waldorfschule,5,0,0,3,0,0,0,0,0,2,0
Filmästhetik,5,0,0,0,1,0,0,0,0,4,0
Callcenter,5,0,0,4,0,0,0,0,0,1,0
Mikrometeorologie,5,0,0,2,0,0,0,0,1,2,0
Kohlenstoffhaushalt,5,0,0,1,1,0,0,0,0,0,3
Copolymerisation,5,0,0,0,1,0,0,0,0,0,4
Logischer Schluss,5,0,0,0,1,0,2,0,1,0,1
Kohlekraftwerk,5,0,0,0,2,0,0,0,0,2,1
Behandlung,5,0,0,2,2,0,0,0,0,0,1
Steuermoral,5,0,0,3,2,0,0,0,0,0,0
Schülerorientierter Unterricht,5,0,0,5,0,0,0,0,0,0,0
Faserbündel,5,0,0,2,3,0,0,0,0,0,0
Zins,5,0,0,2,3,0,0,0,0,0,0
IT infrastructure library,5,0,0,4,1,0,0,0,0,0,0
Versorgungswirtschaft,5,0,0,0,3,0,1,0,0,1,0
Industriegebiet,5,0,0,0,5,0,0,0,0,0,0
Elliptisches System,5,0,0,0,4,0,0,0,0,0,1
Dauermagneterregte Synchronmaschine,5,0,0,1,0,0,0,0,0,4,0
S-PLUS,5,0,0,1,4,0,0,0,0,0,0
Altersgrenze,5,0,0,2,1,0,0,0,0,2,0
Mischwald,5,0,0,0,0,0,0,0,3,1,1
Brennkammer,5,0,0,0,0,0,0,0,1,3,1
Wirbelstromverfahren,5,0,0,0,0,0,0,0,1,3,1
Sprachsignal,5,0,0,0,0,0,0,0,2,1,2
Bindemittel,5,0,0,0,1,0,0,0,0,2,2
Technische Bildung,5,0,0,3,1,1,0,0,0,0,0
GLIM,5,0,0,0,3,0,2,0,0,0,0
Computermusik,5,0,0,0,3,0,1,0,0,1,0
Zukunftsangst,5,0,0,3,2,0,0,0,0,0,0
Abnahmeprüfung,5,0,0,5,0,0,0,0,0,0,0
Chinabild,5,0,0,0,1,2,0,0,0,1,1
Anisotroper Stoff,5,0,0,0,1,0,0,0,0,2,2
Reflexionsspektroskopie,5,0,0,0,1,0,0,0,0,4,0
Turbine,5,0,0,0,1,0,0,0,0,2,2
State building,5,0,0,0,4,0,0,0,0,0,1
Schiedsgerichtsbarkeit,5,0,0,0,1,0,0,0,0,4,0
Adaptive Steuerung,5,0,0,2,1,0,0,0,0,2,0
Echtzeitprogrammierung,5,0,0,0,1,3,0,0,0,0,1
Gedenken,5,0,0,4,0,0,1,0,0,0,0
Molekülsystem,5,0,0,1,3,0,0,0,0,0,1
Theologe,5,0,0,3,0,1,0,0,0,1,0
Endzeiterwartung,5,0,0,4,0,0,1,0,0,0,0
Einzelphotonenemission,5,0,0,0,4,0,0,0,0,0,1
Multi-Messenger-Astronomie,5,0,0,0,4,0,0,0,0,0,1
Stab,5,0,0,4,1,0,0,0,0,0,0
Schallaufzeichnung,5,0,0,0,2,0,0,1,0,1,1
Balken,5,0,0,3,1,0,0,0,0,1,0
Berufssport,5,0,0,1,1,1,0,0,0,2,0
Gemisch,5,0,0,1,2,0,0,0,0,0,2
Gesamtschule,5,0,0,2,0,0,0,1,0,2,0
Carbonatgestein,5,0,0,0,2,0,0,0,1,0,2
Große Vereinheitlichung,5,0,0,0,4,0,1,0,0,0,0
Standort,5,0,0,4,0,0,1,0,0,0,0
Trendforschung,5,0,0,2,1,0,0,1,0,0,1
Fehlersuche,5,0,0,2,3,0,0,0,0,0,0
