Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Durchstrahlungselektronenmikroskopie,8,0,0,0,4,0,0,0,0,4,0
Fertigungsgerechte Konstruktion,8,0,0,3,1,1,0,0,0,3,0
Bauablauf,8,0,0,1,6,0,0,0,0,1,0
Robuste Regelung,8,0,0,1,5,0,0,0,0,2,0
Diagramm,8,0,0,3,3,0,1,0,0,1,0
Raketentriebwerk,8,0,0,0,8,0,0,0,0,0,0
Silber,8,0,0,1,2,0,0,0,0,3,2
Nichtlineare Mechanik,8,0,0,0,5,0,2,0,1,0,0
Paläoklima,8,0,0,3,0,0,1,0,0,1,3
Organischer Stoff,8,0,0,0,6,0,0,0,0,0,2
Lärmbelastung,8,0,0,2,1,0,1,0,2,2,0
Kanalisation,8,0,0,3,3,0,0,0,1,1,0
Bildsegmentierung,8,0,0,0,1,0,3,0,0,3,1
Werkstoffschädigung,8,0,0,2,3,0,0,0,0,2,1
Josephson-Kontakt,8,0,0,0,2,0,0,0,0,2,4
Gamma-Burst,8,0,0,0,3,0,3,0,0,0,2
Linked Data,8,0,0,1,3,0,3,0,0,0,1
Elektromotor,8,0,0,3,4,0,0,0,0,1,0
Prozessregelung,8,0,0,0,4,1,1,0,0,2,0
Parkettierung,8,0,0,0,7,0,0,0,0,1,0
Phytoremediation,8,0,0,0,7,0,0,0,0,1,0
Stadtklima,8,0,0,0,1,0,0,5,0,2,0
Utopische Architektur,8,0,0,1,5,2,0,0,0,0,0
Stratigraphie,8,0,0,1,7,0,0,0,0,0,0
Physiker,8,0,0,4,4,0,0,0,0,0,0
Algebraische Methode,8,0,0,2,3,0,3,0,0,0,0
Kühlung,8,0,0,2,4,0,0,0,0,0,2
Metrologie,8,0,0,0,7,0,0,0,0,0,1
Salzgehalt,8,0,0,0,2,0,0,1,0,4,1
Richtlinie,8,0,0,2,5,0,0,0,0,1,0
Automatische Handlungsplanung,7,0,0,0,1,0,3,0,0,2,1
Membran Verfahrenstechnik,7,0,0,0,5,0,0,0,0,2,0
Löten,7,0,0,4,0,0,0,0,1,2,0
Elektroschwache Wechselwirkung,7,0,0,0,4,0,0,0,0,0,3
Vulkangebiet,7,0,0,0,6,0,0,0,0,0,1
Podcast,7,0,0,7,0,0,0,0,0,0,0
Plasmatechnik,7,0,0,2,3,0,0,0,1,0,1
Gen,7,0,0,2,1,0,1,0,0,1,2
Kohlenwasserstofflagerstätte,7,0,0,1,6,0,0,0,0,0,0
Statistische Schlussweise,7,0,0,0,5,0,0,0,0,0,2
Holzwerkstoff,7,0,0,5,1,0,1,0,0,0,0
Telekommunikationswirtschaft,7,0,0,1,3,0,0,0,0,2,1
Rutheniumkomplexe,7,0,0,1,1,0,0,0,0,0,5
Flugzeugaerodynamik,7,0,0,2,4,0,0,1,0,0,0
Differentialgleichung mit nacheilendem Argument,7,0,0,0,7,0,0,0,0,0,0
Systemplattform,7,0,0,1,1,0,3,0,0,2,0
Fluoreszenz-Resonanz-Energie-Transfer,7,0,0,0,1,0,0,0,0,1,5
Gehirn-Computer-Schnittstelle,7,0,0,2,4,0,0,0,0,1,0
Gemischt-ganzzahlige Optimierung,7,0,0,0,2,0,0,0,0,3,2
Temperatur,7,0,0,0,2,0,0,0,0,2,3
Meeresströmung,7,0,0,1,2,0,0,1,0,2,1
Sanierung,7,0,0,1,5,1,0,0,0,0,0
Nichtlineare Welle,7,0,0,0,6,0,1,0,0,0,0
Integralgleichung,7,0,0,0,6,0,1,0,0,0,0
Fußgänger,7,0,0,1,4,0,0,1,0,0,1
Registrierung Bildverarbeitung,7,0,0,0,4,0,1,0,0,1,1
Grenzwertsatz,7,0,0,0,7,0,0,0,0,0,0
Bootstrap-Statistik,7,0,0,0,5,0,0,0,0,2,0
Vereinigung,7,0,0,5,0,0,0,0,0,1,1
Ljapunov-Stabilitätstheorie,7,0,0,0,5,0,0,0,0,2,0
Erdoberfläche,7,0,0,0,3,0,0,0,0,1,3
Berührungslose Messung,7,0,0,0,2,0,0,0,0,4,1
Überschwemmung,7,0,0,1,4,0,1,0,1,0,0
Schlosspark,7,0,0,5,0,2,0,0,0,0,0
Bildliche Darstellung,7,0,0,2,3,0,0,0,0,2,0
Kupfer,7,0,0,1,0,0,1,0,0,2,3
Anforderung,7,0,0,5,0,0,0,1,0,1,0
Wärmebehandlung,7,0,0,4,1,0,0,0,0,1,1
Speicher Informatik,7,0,0,0,4,0,2,0,0,1,0
Niederdimensionale Topologie,7,0,0,0,6,0,1,0,0,0,0
Sintern,7,0,0,1,1,0,0,0,1,4,0
Benutzung,7,0,0,2,5,0,0,0,0,0,0
Semantisches Netz,7,0,0,0,2,0,3,0,1,0,1
Ab-initio-Rechnung,7,0,0,0,3,0,0,0,0,0,4
Sicherheitskritisches System,7,0,0,2,1,1,1,0,0,1,1
Astrobiologie,7,0,0,2,5,0,0,0,0,0,0
Streutheorie,7,0,0,0,5,0,1,0,0,1,0
Duftstoff,7,0,0,0,5,0,0,0,0,0,2
PHP 5.0,7,0,0,5,2,0,0,0,0,0,0
Gittermodell,7,0,0,0,2,0,0,0,0,1,4
Glasfaserverstärkter Kunststoff,7,0,0,2,1,0,0,0,0,3,1
CIM,7,0,0,3,1,0,2,0,1,0,0
Stickstoff,7,0,0,2,1,0,0,0,0,3,1
Tierversuch,7,0,0,3,1,0,0,0,0,2,1
Gentherapie,7,0,0,3,3,0,0,0,0,0,1
Kategorie Mathematik,7,0,0,0,5,0,2,0,0,0,0
Abwasserverwertung,7,0,0,2,5,0,0,0,0,0,0
Informationsqualität,7,0,0,2,1,0,0,0,1,1,2
Effizienter Algorithmus,7,0,0,0,3,0,1,0,0,2,1
Synthese,7,0,0,0,1,0,0,0,0,6,0
Oxidation,7,0,0,0,4,0,0,0,0,1,2
Messgerät,7,0,0,0,5,0,0,0,0,2,0
Energy Harvesting,7,0,0,0,7,0,0,0,0,0,0
Verkehrssystem,7,0,0,0,1,2,1,0,0,2,1
Extrembedingung,7,0,0,3,3,0,1,0,0,0,0
Oxide,7,0,0,0,5,0,0,0,0,0,2
Algebraische Mannigfaltigkeit,7,0,0,0,5,0,2,0,0,0,0
Mechanochemie,7,0,0,0,1,0,0,0,0,3,3
Schutz Elektrotechnik,7,0,0,3,4,0,0,0,0,0,0
Baustelle,7,0,0,3,1,0,0,1,1,1,0
Elektroinstallation,7,0,0,7,0,0,0,0,0,0,0
Strahlung,7,0,0,1,5,0,0,0,0,1,0
Steuergerät,7,0,0,1,2,1,0,0,0,3,0
Detektor,7,0,0,0,3,0,0,0,0,1,3
Zeit-Frequenz-Analyse,7,0,0,1,5,0,0,0,0,1,0
OLED,7,0,0,0,4,0,0,0,0,0,3
Dielektrikum,7,0,0,0,4,0,0,0,0,1,2
Hafenstadt,7,0,0,0,7,0,0,0,0,0,0
Molekularbiologische Methode,7,0,0,3,4,0,0,0,0,0,0
Schulbau,7,0,0,2,3,1,1,0,0,0,0
Elektrische Leitfähigkeit,7,0,0,1,2,0,0,0,0,3,1
Fourier-Reihe,7,0,0,1,5,0,0,0,0,1,0
Membrantransport,7,0,0,1,2,0,0,0,1,1,2
Universalität,7,0,0,2,1,0,0,0,0,2,2
Natürlicher Baustoff,7,0,0,3,2,0,0,1,0,1,0
Geoökosystem,7,0,0,6,1,0,0,0,0,0,0
Gassensor,7,0,0,1,0,0,0,0,0,6,0
Lagerstätte,7,0,0,4,1,0,0,1,0,1,0
Algebraische Fläche,7,0,0,0,7,0,0,0,0,0,0
Makromolekulare Chemie,7,0,0,4,2,0,0,0,0,1,0
Lie-Theorie,7,0,0,0,6,0,1,0,0,0,0
Automatisierungssystem,7,0,0,5,0,1,0,0,0,1,0
Tablet PC,7,0,0,4,2,0,0,0,0,1,0
Optische Messung,7,0,0,1,2,0,1,0,0,2,1
Kernfusion,7,0,0,0,6,0,1,0,0,0,0
Integration Mathematik,7,0,0,1,6,0,0,0,0,0,0
Fehlerbehandlung,7,0,0,3,2,0,0,0,0,1,1
Flüssigkeit,7,0,0,0,5,0,0,0,0,1,1
System,7,0,0,1,1,0,2,0,1,2,0
Regionalforschung,7,0,0,2,2,2,0,0,0,1,0
Avionik,7,0,0,1,4,0,0,0,1,0,1
Grafikprozessor,7,0,0,0,5,0,0,0,0,1,1
Synthetische Biologie,7,0,0,0,2,0,1,0,0,2,2
Audiotechnik,7,0,0,4,2,0,0,1,0,0,0
Kritisches Phänomen,7,0,0,0,3,0,1,0,0,1,2
Bauausführung,7,0,0,5,1,0,0,0,0,1,0
Abwehr,7,0,0,2,1,0,0,0,0,2,2
Bodenpolitik,7,0,0,0,2,2,0,1,1,1,0
Sickerwasser,7,0,0,0,3,0,0,0,2,1,1
Stickstoffoxide,7,0,0,0,4,0,0,1,1,0,1
Naturstein,7,0,0,3,1,1,0,0,1,0,1
Dreidimensionales maschinelles Sehen,7,0,0,0,4,0,2,0,1,0,0
Transistor,7,0,0,1,4,0,0,0,0,2,0
Drei-Fünf-Halbleiter,7,0,0,0,3,0,0,0,0,2,2
Polymerfilm,7,0,0,0,1,0,0,0,0,1,5
Bildwissenschaft,7,0,0,5,0,1,0,0,0,1,0
Elektrisches Feld,7,0,0,4,1,0,0,0,0,1,1
Offshore-Technik,7,0,0,0,3,0,0,0,1,1,2
Grafit,7,0,0,0,3,0,1,0,0,1,2
Fotogrammetrie,7,0,0,1,1,1,1,1,1,0,1
Pump-Probe-Technik,7,0,0,0,0,0,0,0,0,3,4
Laserbearbeitung,7,0,0,3,2,0,0,0,0,2,0
Prozessentwicklung Technik,7,0,0,2,4,0,0,0,0,0,1
Gravitationsfeld,7,0,0,0,3,0,1,0,0,2,1
MongoDB,7,0,0,0,7,0,0,0,0,0,0
Wirkungsgrad,7,0,0,2,0,0,0,0,0,5,0
Gruppenoperation,7,0,0,0,5,0,1,0,0,0,1
Optoelektronik,7,0,0,0,5,0,1,0,0,1,0
Grenzflächenchemie,7,0,0,0,4,0,3,0,0,0,0
Beugung,7,0,0,0,6,0,0,0,0,0,1
Tropfen,7,0,0,0,2,0,0,0,1,3,1
Wirbel Physik,7,0,0,0,3,0,1,0,0,0,3
Navigationssystem,7,0,0,1,3,0,0,1,0,1,1
Frequenzstabilität,7,0,0,0,1,0,0,0,0,4,2
Verkehrsmittelwahl,7,0,0,4,0,1,0,0,0,2,0
Unterwasserfahrzeug,7,0,0,0,2,0,0,0,0,4,1
Algebraische Gruppe,7,0,0,0,7,0,0,0,0,0,0
Rennwagen,7,0,0,4,0,0,0,1,0,2,0
Staphylococcus aureus,7,0,0,0,0,0,0,0,0,1,6
Spintronik,7,0,0,0,3,0,0,0,0,0,4
DNS-Sequenz,7,0,0,0,2,0,0,0,0,3,2
Adaptive Optik,7,0,0,0,1,0,0,0,0,5,1
Kraftstoff,7,0,0,4,0,1,0,0,0,0,2
Fenster,7,0,0,4,2,0,0,1,0,0,0
Bohren,7,0,0,4,3,0,0,0,0,0,0
Modulform,7,0,0,0,6,0,1,0,0,0,0
Verteilte künstliche Intelligenz,7,0,0,0,2,0,5,0,0,0,0
Arithmetische Geometrie,7,0,0,0,3,0,3,0,0,1,0
Bodenökologie,7,0,0,1,5,0,0,0,1,0,0
Eisenlegierung,7,0,0,6,0,0,0,0,0,0,1
Künstliches Leben,7,0,0,2,2,0,3,0,0,0,0
Cyclovoltammetrie,7,0,0,0,0,0,0,0,0,4,3
Positionierantrieb,7,0,0,0,0,0,0,0,0,6,1
Kerntechnik,7,0,0,4,2,0,1,0,0,0,0
Bayes-Netz,7,0,0,0,6,0,1,0,0,0,0
Homogenisierung Mathematik,7,0,0,0,6,0,0,0,0,1,0
Netzbetrieb,7,0,0,1,0,0,0,1,0,5,0
Kältetechnik,7,0,0,4,3,0,0,0,0,0,0
Ultrakurzzeitlaser,7,0,0,0,4,0,0,0,0,0,3
Adhäsion,7,0,0,0,7,0,0,0,0,0,0
Vermessung,7,0,0,3,2,1,1,0,0,0,0
Ferroelektrikum,7,0,0,0,3,0,1,0,0,2,1
Seismik,7,0,0,1,4,0,0,1,0,1,0
Scheduling,7,0,0,0,1,0,4,0,0,1,1
Container,7,0,0,0,6,0,0,0,0,1,0
Analytische Geometrie,7,0,0,3,2,0,1,1,0,0,0
Chemisches Gleichgewicht,7,0,0,4,3,0,0,0,0,0,0
Kristallzüchtung,7,0,0,0,3,0,0,0,1,2,1
Kraftfahrzeugmotor,7,0,0,5,0,1,0,0,0,1,0
Radioastronomie,7,0,0,0,2,0,2,0,0,0,3
Holomorphe Funktion,7,0,0,1,4,0,1,1,0,0,0
Viskoelastizität,7,0,0,0,3,0,0,0,1,1,2
Festkörperchemie,7,0,0,0,7,0,0,0,0,0,0
Politische Geografie,7,0,0,4,1,0,0,0,0,2,0
Betonkonstruktion,7,0,0,0,6,0,0,1,0,0,0
Sedimentanalyse,7,0,0,0,1,0,0,0,1,0,5
Biosphäre,7,0,0,2,2,0,0,0,1,0,2
Dissipation,7,0,0,0,1,0,0,0,0,2,4
Tragverhalten,7,0,0,0,4,0,0,0,0,1,2
Parallelrechner,7,0,0,0,3,0,4,0,0,0,0
Granulärer Stoff,7,0,0,0,3,0,3,0,0,0,1
Verwitterung,7,0,0,2,2,0,0,0,1,0,2
Lärm,7,0,0,2,2,1,1,0,0,1,0
Altengerechtes Bauen,7,0,0,4,2,0,0,0,0,1,0
Barrierefreies Bauen,7,0,0,4,2,0,0,0,0,1,0
Informationssicherheit,7,0,0,2,2,0,2,1,0,0,0
Lignin,7,0,0,1,4,0,0,0,0,0,2
Kolloidchemie,7,0,0,1,1,0,4,0,0,1,0
Erforschung,7,0,0,1,3,3,0,0,0,0,0
Nichtparametrisches Verfahren,7,0,0,1,5,0,0,0,0,0,1
Ajax Informatik,7,0,0,2,5,0,0,0,0,0,0
Ultrakaltes Atom,7,0,0,0,2,0,0,0,0,0,5
CDMA,7,0,0,0,7,0,0,0,0,0,0
Nachahmung,7,0,0,2,2,1,0,0,0,2,0
Paralleler Algorithmus,7,0,0,0,0,0,3,0,0,4,0
Experimentelle Architektur,7,0,0,2,4,1,0,0,0,0,0
Ramsey-Theorie,7,0,0,0,5,0,2,0,0,0,0
Reaktivität,7,0,0,2,4,0,0,0,0,0,1
Risikomaß,7,0,0,2,2,0,0,0,0,2,1
Kohlenstoffverbindungen,7,0,0,0,4,0,0,0,0,0,3
Quantenwell,7,0,0,0,5,0,1,0,0,1,0
Sputtern,7,0,0,0,2,0,0,0,1,3,1
Theoretische Elektrotechnik,7,0,0,5,0,0,0,1,0,1,0
Carsharing,7,0,0,4,2,0,0,0,0,1,0
Sternentwicklung,7,0,0,0,5,0,0,0,0,0,2
Beschichtungsstoff,7,0,0,4,0,0,0,0,1,1,1
Softwarewartung,7,0,0,1,2,0,0,0,0,2,2
Photokatalysator,7,0,0,0,0,0,0,0,0,3,4
Deponie,7,0,0,1,4,0,1,0,1,0,0
Raumklima,7,0,0,5,1,0,0,0,0,1,0
Quanten-Hall-Effekt,7,0,0,0,4,0,0,0,0,0,3
Hochtemperaturwerkstoff,7,0,0,0,6,0,0,0,0,0,1
Unterhaltungsmathematik,7,0,0,1,4,0,0,1,1,0,0
ChatGPT,7,0,0,2,3,1,1,0,0,0,0
Streuung,7,0,0,1,5,0,0,0,0,0,1
Transkriptomanalyse,7,0,0,0,0,0,0,0,0,1,6
Wasserkreislauf,7,0,0,1,3,0,1,0,0,0,2
Tagebuch,7,0,0,5,2,0,0,0,0,0,0
Umland,7,0,0,4,1,1,0,0,0,0,1
Nahfeldoptik,7,0,0,0,5,0,0,0,1,0,1
Elektronisches Wasserzeichen,7,0,0,0,1,0,6,0,0,0,0
Algebraische Varietät,7,0,0,0,3,0,1,0,0,1,2
Abgrenzung,7,0,0,2,0,1,0,0,0,4,0
Fotoionisation,7,0,0,0,0,0,1,0,0,0,6
Erdölbohrung,7,0,0,3,3,0,0,0,0,1,0
Optoelektronischer Werkstoff,7,0,0,0,5,0,0,0,0,2,0
Office 365,7,0,0,4,3,0,0,0,0,0,0
Quantitative Analyse,7,0,0,2,4,0,0,0,0,1,0
Herkunft,7,0,0,1,1,0,0,0,0,2,3
Funktionalität,7,0,0,3,1,0,0,0,0,3,0
Plattentektonik,7,0,0,2,3,0,0,0,0,0,2
Fahrzeug,7,0,0,1,1,0,1,0,2,2,0
Reaktions-Diffusionsgleichung,7,0,0,0,5,0,0,0,0,0,2
Ordnung n,7,0,0,0,4,0,0,0,0,0,3
SAP Marke,7,0,0,5,1,0,0,0,0,0,1
Endokrin wirksamer Stoff,7,0,0,0,4,0,0,0,0,2,1
Phylogenie,7,0,0,0,3,0,1,0,0,0,3
Abbildungsfehler,7,0,0,0,1,0,0,0,0,3,3
Inkompressible Strömung,7,0,0,0,6,0,0,0,0,0,1
Organischer Schadstoff,7,0,0,1,3,0,0,0,1,1,1
Metallurgie,7,0,0,3,4,0,0,0,0,0,0
C-Stern-Algebra,7,0,0,1,4,0,1,0,0,0,1
Theoretische Mechanik,7,0,0,2,5,0,0,0,0,0,0
Atmosphärisches Aerosol,7,0,0,1,3,0,0,0,1,0,2
Chipkarte,7,0,0,0,2,0,4,0,0,1,0
Ordnung,7,0,0,0,1,2,1,0,1,2,0
Elementarteilchen,7,0,0,0,5,0,1,0,0,0,1
Glasherstellung,7,0,0,0,1,0,2,0,0,3,1
Geografischer Raum,7,0,0,3,3,0,1,0,0,0,0
Absorption,7,0,0,0,3,0,0,0,0,4,0
Wohnumfeld,7,0,0,3,0,1,0,0,0,3,0
Erdgasgeologie,7,0,0,1,5,0,1,0,0,0,0
Titankomplexe,7,0,0,0,0,0,0,0,0,3,4
Fluoreszenzmikroskopie,7,0,0,0,2,0,0,0,0,2,3
Identitätsverwaltung,7,0,0,2,3,0,0,0,0,2,0
Mechanisches System,7,0,0,1,5,0,0,0,0,1,0
Biochemische Analyse,7,0,0,1,5,0,0,0,0,1,0
Dynamisches Modell,7,0,0,1,3,0,0,0,0,3,0
Differenzengleichung,7,0,0,0,5,0,2,0,0,0,0
Excel 2016,7,0,0,3,3,0,0,1,0,0,0
Stern,7,0,0,0,3,0,1,0,0,0,3
Thermische Belastung,7,0,0,0,2,0,0,0,0,4,1
Quantenkryptologie,7,0,0,1,3,0,0,0,0,0,3
Formelsammlung,7,0,0,6,0,0,0,1,0,0,0
Toleranz Technik,7,0,0,5,0,0,0,0,0,1,1
Gittererzeugung,7,0,0,0,5,0,1,0,0,1,0
Antennengruppe,7,0,0,0,5,0,0,0,0,2,0
Konfiguration Informatik,7,0,0,4,0,0,0,0,0,3,0
Schloss,7,0,0,2,0,3,0,0,0,2,0
Dielektrische Eigenschaft,7,0,0,1,2,0,0,0,1,1,2
Suchmaschinenoptimierung,7,0,0,6,1,0,0,0,0,0,0
Generische Programmierung,7,0,0,0,1,0,4,0,0,1,1
Fassadengestaltung,7,0,0,4,1,0,0,1,0,0,1
RNS,7,0,0,0,5,0,0,0,0,2,0
Verkehrsflugzeug,7,0,0,1,3,0,0,0,2,0,1
Montage,7,0,0,2,0,2,0,0,0,3,0
Information Extraction,7,0,0,0,3,0,3,0,1,0,0
Lichtstreuung,7,0,0,0,6,0,1,0,0,0,0
Quantenzustand,7,0,0,0,4,0,0,0,0,0,3
CATIA 5.0,7,0,0,5,2,0,0,0,0,0,0
Gentechnisch veränderter Organismus,7,0,0,4,3,0,0,0,0,0,0
Thermische Verfahrenstechnik,7,0,0,3,4,0,0,0,0,0,0
Harmonische Schwingung,7,0,0,1,0,0,0,0,0,2,4
Mobilität 4.0,7,0,0,1,5,0,1,0,0,0,0
Aktiver galaktischer Kern,7,0,0,0,1,0,0,0,0,3,3
Integraltransformation,7,0,0,5,2,0,0,0,0,0,0
Fachwerkbau,7,1,0,5,0,0,0,0,0,1,0
Motorrad,7,0,0,6,1,0,0,0,0,0,0
Determinante,6,0,0,2,4,0,0,0,0,0,0
Perkolation,6,0,0,1,2,0,1,0,0,1,1
Konstruktionswerkstoff,6,0,0,1,3,0,2,0,0,0,0
Generation 3,6,0,0,5,0,0,0,0,0,1,0
Explosionsschutz,6,0,0,1,3,0,0,0,0,2,0
Videotechnik,6,0,0,2,2,0,0,0,1,1,0
Fusionsreaktor,6,0,0,0,6,0,0,0,0,0,0
Biodiesel,6,0,0,0,4,0,0,0,0,2,0
Memory-Legierung,6,0,0,3,3,0,0,0,0,0,0
Lebensmittelabfall,6,0,0,0,6,0,0,0,0,0,0
Wiki,6,0,0,4,2,0,0,0,0,0,0
Bauform,6,0,0,0,5,0,0,0,0,1,0
Moor,6,0,0,3,2,0,0,0,0,1,0
Tonmineral,6,0,0,1,3,0,0,0,0,0,2
Dammbau,6,0,0,1,5,0,0,0,0,0,0
Naturfaser,6,0,0,1,4,0,0,1,0,0,0
Winkelmessung,6,0,0,1,0,0,0,0,0,4,1
Quantenspinsystem,6,0,0,0,4,0,0,0,0,0,2
Merkmal,6,0,0,0,1,0,0,0,0,4,1
Ionosphäre,6,0,0,0,3,0,1,0,0,1,1
Inselnetz,6,0,0,3,0,0,0,0,0,3,0
Erdgasgewinnung,6,0,0,1,5,0,0,0,0,0,0
Auslandsaufenthalt,6,0,0,2,2,0,0,0,0,2,0
Apple Watch,6,0,0,1,5,0,0,0,0,0,0
Thermisches Rauschen,6,0,0,0,0,0,0,0,0,3,3
Baum Mathematik,6,0,0,2,2,0,1,0,1,0,0
Unendlichkeit,6,0,0,1,2,0,2,0,0,1,0
Umweltgift,6,0,0,1,4,0,1,0,0,0,0
Systemmodell,6,0,0,1,1,0,3,0,0,1,0
Lp-Raum,6,0,0,0,5,0,0,0,0,0,1
Empfehlung,6,0,0,0,1,0,0,1,0,4,0
Differenzierbare Mannigfaltigkeit,6,0,0,0,6,0,0,0,0,0,0
MOS-FET,6,0,0,0,5,0,0,0,0,1,0
Entity-Relationship-Datenmodell,6,0,0,2,2,0,1,0,0,0,1
Kristallstrukturanalyse,6,0,0,2,1,0,0,0,0,1,2
Schadstoffemission,6,0,0,0,0,0,0,0,5,1,0
Banach-Algebra,6,0,0,0,6,0,0,0,0,0,0
Instrumentelle Analytik,6,0,0,1,4,0,0,0,0,1,0
Differential-algebraisches Gleichungssystem,6,0,0,0,3,0,0,0,1,2,0
Ionenimplantation,6,0,0,0,1,0,0,0,0,3,2
Latente Variable,6,0,0,0,4,0,1,0,0,1,0
Polyurethane,6,0,0,1,1,0,0,1,0,2,1
Variationsproblem,6,0,0,0,4,0,1,0,1,0,0
Maßnahme,6,0,0,2,3,0,0,0,0,0,1
Diffeomorphismus,6,0,0,0,4,0,0,0,0,0,2
Erdgasbohrung,6,0,0,3,2,0,0,0,0,1,0
Tiefbohrung,6,0,0,3,2,0,0,0,0,1,0
Monitorüberwachung,6,0,0,1,3,0,0,0,0,0,2
Brücke,6,0,0,2,2,0,1,1,0,0,0
Spritzgießen,6,0,0,2,3,0,0,0,0,1,0
Mikroanalyse,6,0,0,2,1,0,1,0,1,0,1
Sensorsystem,6,0,0,0,0,0,1,0,0,2,3
Flugzeugführer,6,0,0,1,3,0,0,0,0,2,0
Bauen am Wasser,6,0,0,1,3,1,1,0,0,0,0
Hochdimensionale Daten,6,0,0,0,2,0,2,0,0,0,2
Steinkohlenbergbau,6,0,0,3,0,1,0,0,0,1,1
Kosmologisches Modell,6,0,0,0,6,0,0,0,0,0,0
Elliptisches Randwertproblem,6,0,0,0,6,0,0,0,0,0,0
Laserablation,6,0,0,0,0,0,0,0,1,5,0
Schiffspropeller,6,0,0,0,0,0,0,0,1,1,4
Aspektorientierte Programmierung,6,0,0,2,1,0,3,0,0,0,0
Galvanotechnik,6,0,0,1,5,0,0,0,0,0,0
Physikalische Theorie,6,0,0,1,5,0,0,0,0,0,0
Elektrizität,6,0,0,1,5,0,0,0,0,0,0
Mauerwerksbau,6,0,0,4,2,0,0,0,0,0,0
LabVIEW,6,0,0,3,2,0,0,0,1,0,0
Schadensmechanik,6,0,0,1,2,0,0,0,0,1,2
In-vitro-Kultur,6,0,0,0,0,0,0,0,2,3,1
Fokussierung,6,0,0,0,0,0,0,0,2,2,2
Lebesgue-Integral,6,0,0,1,5,0,0,0,0,0,0
Aufschluss Geologie,6,0,0,3,2,0,0,1,0,0,0
Traktionsbatterie,6,0,0,2,0,0,0,0,0,4,0
Genetische Variabilität,6,0,0,0,0,0,0,0,0,0,6
Mikrobearbeitung,6,0,0,0,3,0,0,0,0,2,1
Geometrische Maßtheorie,6,0,0,0,4,0,2,0,0,0,0
Supergravitation,6,0,0,0,2,0,3,0,0,0,1
Fahrzeugmotor,6,0,0,2,0,1,0,0,0,3,0
Festgestein,6,0,0,2,4,0,0,0,0,0,0
Geomechanische Eigenschaft,6,0,0,2,3,0,0,0,1,0,0
Nichtmonotones Schließen,6,0,0,0,3,0,2,0,0,0,1
Elektronenspinresonanzspektroskopie,6,0,0,0,4,0,0,0,0,0,2
Kernkraftwerk,6,0,0,0,4,0,1,0,0,1,0
Schaltzeichen,6,0,0,6,0,0,0,0,0,0,0
Elektromagnet,6,0,0,2,0,0,0,0,0,4,0
Laserinduziertes Verfahren,6,0,0,0,0,0,1,0,1,2,2
Kriechen,6,0,0,0,2,0,0,0,0,1,3
Becken Geologie,6,0,0,0,2,0,0,0,1,0,3
Energiespeicher,6,0,0,3,3,0,0,0,0,0,0
Untergang,6,0,0,5,1,0,0,0,0,0,0
VERILOG,6,0,0,1,4,0,0,1,0,0,0
VHDL,6,0,0,1,5,0,0,0,0,0,0
Prädiktive Regelung,6,0,0,0,2,0,1,0,0,2,1
Containerschifffahrt,6,0,0,2,4,0,0,0,0,0,0
Modelltransformation,6,0,0,1,1,0,1,0,2,0,1
Bestimmung,6,0,0,3,1,0,0,1,0,1,0
OFDM,6,0,0,0,4,0,0,0,0,2,0
Bierherstellung,6,0,0,1,3,0,0,0,0,2,0
Modifizierung,6,0,0,0,0,0,1,0,0,1,4
Dach,6,0,0,5,1,0,0,0,0,0,0
Wohnform,6,0,0,3,1,0,0,1,0,1,0
Epoxidharz,6,0,0,2,2,0,0,0,0,2,0
Dimension n,6,0,0,1,4,0,0,0,0,0,1
Planetenentstehung,6,0,0,0,1,0,1,0,0,1,3
Nichtlineares Regelungssystem,6,0,0,0,4,0,2,0,0,0,0
Festkörpertheorie,6,0,0,3,2,0,1,0,0,0,0
Inverses Streuproblem,6,0,0,0,5,0,1,0,0,0,0
Komplexe Zahl,6,0,0,4,2,0,0,0,0,0,0
Prädikatenlogik,6,0,0,2,1,0,0,1,0,1,1
Komplexe Mannigfaltigkeit,6,0,0,0,4,0,2,0,0,0,0
Mehrfach geladenes Ion,6,0,0,0,2,0,0,0,0,2,2
SPSS für WINDOWS,6,0,0,4,1,0,0,1,0,0,0
Spinkette,6,0,0,0,1,0,0,0,0,1,4
Cyanobakterien,6,0,0,0,1,0,0,0,0,1,4
Polymerase-Kettenreaktion,6,0,0,0,2,0,0,0,0,2,2
Ausstieg,6,0,0,4,0,0,0,1,0,1,0
Optische Strahlung,6,0,0,4,0,0,0,0,0,0,2
Silicate,6,0,0,0,0,0,0,0,0,2,4
GNU Octave,6,0,0,4,2,0,0,0,0,0,0
Computermathematik,6,0,0,1,4,0,0,1,0,0,0
Rezeptor,6,0,0,0,2,0,0,0,0,3,1
Linearer Operator,6,0,0,0,5,0,0,0,1,0,0
Alkine,6,0,0,0,1,0,0,0,0,2,3
Normung,6,0,0,5,0,0,0,0,0,0,1
WordPress,6,0,0,5,1,0,0,0,0,0,0
Internetworking,6,0,0,1,4,0,1,0,0,0,0
Expedition,6,0,0,3,2,0,1,0,0,0,0
Gelöster organischer Stoff,6,0,0,0,0,0,0,0,0,2,4
Detail,6,0,0,5,1,0,0,0,0,0,0
Blitzschutz,6,0,0,4,2,0,0,0,0,0,0
