Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Untersuchungsmethode,9,0,0,3,6,0,0,0,0,0,0
Direkteinspritzung,9,0,0,2,0,1,0,0,4,2,0
Innovationsforschung,9,0,0,7,2,0,0,0,0,0,0
Holzbearbeitung,9,0,0,7,0,0,0,1,1,0,0
Agrarökologie,9,0,0,3,3,0,1,0,0,1,1
Einsamkeit,9,0,0,7,0,0,0,0,0,2,0
Elektronischer Datenaustausch,9,0,0,5,1,1,0,0,1,1,0
Pflanzenschutzmittel,9,0,0,3,1,0,0,0,1,1,3
Neue Religiosität,9,0,0,6,2,0,0,0,0,1,0
Anonymität,9,0,0,3,2,0,2,0,0,2,0
Theaterbau,9,0,0,0,5,2,1,0,0,1,0
Sozialer Indikator,9,0,0,3,4,0,0,0,0,1,1
Ethnische Gruppe,9,0,0,2,4,0,1,0,1,1,0
Informations- und Dokumentationswissenschaft,9,0,0,3,5,0,0,1,0,0,0
Agrarproduktion,9,0,0,3,3,0,2,0,0,0,1
Ernährungswissenschaft,9,0,0,7,2,0,0,0,0,0,0
Erlebnisbericht,9,0,0,5,2,0,1,0,0,1,0
Türkischer Jugendlicher,9,0,0,5,1,0,0,0,0,3,0
Erdölgeologie,9,0,0,0,7,0,1,0,1,0,0
Populationsdynamik,9,0,0,0,7,0,0,0,1,1,0
Kristallstrukturanalyse,9,0,0,3,2,0,0,0,1,1,2
Piezoelektrischer Stoff,9,0,5,0,4,0,0,0,0,0,0
Kohlenstoffwerkstoff,9,0,0,2,3,0,1,0,0,2,1
Sokratik,9,0,0,8,1,0,0,0,0,0,0
Geschichtsstudium,9,0,0,8,0,0,0,1,0,0,0
Fachliteratur,9,0,0,5,3,0,0,0,0,1,0
Frühwarnsystem,9,0,0,1,4,0,0,0,0,3,1
Assembler,9,0,0,2,7,0,0,0,0,0,0
Mittleres Lebensalter,9,0,0,6,0,0,0,3,0,0,0
Welle,9,0,0,1,7,0,0,0,0,1,0
Mikropartikel,9,0,0,2,2,0,2,0,0,2,1
Freizeit,9,0,0,5,2,1,0,0,0,1,0
Berufung,9,0,0,6,1,1,0,0,0,1,0
Amok,9,0,0,8,0,0,0,0,0,1,0
Windows PowerShell,9,0,0,3,6,0,0,0,0,0,0
Richter,9,0,0,4,2,0,0,0,0,3,0
Kohomologie,9,0,0,1,8,0,0,0,0,0,0
Kraft-Wärme-Kopplung,9,0,0,5,2,0,0,0,0,2,0
Desktop-Publishing,9,0,0,8,1,0,0,0,0,0,0
Lab on a Chip,9,0,0,0,6,0,0,0,1,1,1
Funktionalisierung,9,0,0,0,4,0,0,0,0,3,2
Transhumanismus,9,0,0,4,2,2,0,0,0,1,0
Textlinguistik,9,0,0,5,3,0,0,0,0,1,0
Ethernet,9,0,0,3,4,0,0,0,0,2,0
Rechenzentrum,9,0,0,0,5,0,0,1,0,2,1
Unendlichdimensionales System,9,0,0,0,6,0,2,0,0,1,0
Logistiksystem,9,0,0,4,0,0,0,0,0,4,1
Quantenlogik,9,0,0,1,3,0,0,0,0,0,5
Kommunalrecht,9,0,0,7,1,0,0,0,0,1,0
Seele,9,0,0,5,1,3,0,0,0,0,0
Leser,9,0,0,2,4,1,1,0,0,1,0
Theoretische Chemie,9,0,0,3,6,0,0,0,0,0,0
Niederdimensionales System,9,0,0,0,5,0,2,0,0,0,2
Regenwasser,9,0,0,3,4,0,0,1,0,1,0
Weltsprache,9,0,0,1,5,0,1,0,0,0,2
Fernrohr,9,0,0,1,7,0,0,0,0,1,0
Elektronisches Publizieren,9,0,0,5,3,0,0,0,0,1,0
Zement,9,0,0,1,4,0,0,0,0,4,0
Wasserkraft,9,0,0,3,5,0,0,0,0,1,0
Alchemie,9,0,0,4,2,1,0,0,1,1,0
Faserverbundwerkstoff,9,0,0,1,4,0,0,0,1,0,3
Entwurfssprache,9,0,0,0,8,0,1,0,0,0,0
Beschäftigungsentwicklung,9,0,0,3,2,1,0,0,0,1,2
Orogenese,9,0,0,4,3,0,0,0,0,0,2
Wiki,9,0,0,6,1,0,0,1,1,0,0
Fehlerbehandlung,9,0,0,3,4,0,0,0,1,0,1
Lokalisation,9,0,0,0,1,0,3,0,0,3,2
Riemannscher Raum,9,0,0,0,8,0,0,0,0,1,0
Rechnen,9,0,0,5,2,0,0,0,0,1,1
Gefühlsempfindung,9,0,0,4,1,1,0,0,0,3,0
Stoß,9,0,0,0,6,0,1,0,0,1,1
Kommunale Verwaltungsreform,9,0,0,3,1,2,0,0,0,3,0
Metalloxide,9,0,0,0,5,0,0,0,0,0,4
Mineral,9,0,0,4,5,0,0,0,0,0,0
Automatische Handlungsplanung,9,0,0,1,1,0,4,0,0,2,1
Nachwuchs,9,0,0,7,0,1,0,0,0,1,0
Gentechnisch veränderter Organismus,9,0,0,5,2,0,0,0,2,0,0
Opferschutz,9,0,0,3,2,1,0,0,0,3,0
Elektromotor,9,0,0,3,5,0,0,0,0,1,0
Kunstproduktion,9,0,0,5,2,2,0,0,0,0,0
Islambild,9,0,0,2,4,0,1,1,1,0,0
Frame,9,0,0,0,2,0,0,0,1,3,3
Investor Relations,9,0,0,5,1,0,0,0,0,2,1
Biologische Schädlingsbekämpfung,9,0,0,1,3,0,0,0,1,2,2
Bildungsideal,9,0,0,4,1,0,0,0,0,3,1
Bauvertrag,9,0,0,4,0,1,0,0,0,3,1
Geografischer Raum,9,0,0,3,5,0,1,0,0,0,0
Gerichtsberichterstattung,9,0,0,5,1,0,0,0,0,2,1
Wasseranalyse,9,0,0,2,3,0,1,0,0,1,2
Geheimnisschutz,9,0,0,0,0,0,0,0,0,7,2
Telekommunikationsmarkt,9,0,0,2,5,0,0,0,0,2,0
Technische Membran,9,0,0,1,7,0,0,0,0,1,0
Tunnelbau,9,0,0,3,3,0,2,0,0,1,0
Hülsenfrüchtler,9,0,0,0,4,0,1,2,0,0,2
Öffentliche Beschaffung,9,0,0,1,3,0,0,0,0,5,0
Lesefähigkeit,9,0,0,2,3,0,0,0,0,2,2
Kunstraub,9,0,0,4,1,1,2,0,0,1,0
Sprachanalyse,9,0,0,5,2,0,0,0,0,2,0
Historismus,9,0,0,6,0,1,0,0,0,2,0
Adoption,9,0,0,5,1,0,0,0,0,3,0
Schulbildung,9,0,0,4,3,1,0,0,0,1,0
Pharmakotherapie,9,0,0,4,5,0,0,0,0,0,0
Schadensersatzanspruch,9,0,0,1,1,0,0,0,0,5,2
Schülerin,9,0,0,5,1,2,0,0,0,0,1
Twitter,9,0,0,2,3,0,0,1,0,3,0
Ionisation,9,0,0,0,3,0,0,0,0,2,4
Auge,9,0,0,1,5,0,1,0,0,2,0
Landwirtschaftsentwicklung,9,0,0,1,6,0,0,0,1,1,0
Unterirdische Lagerung,9,0,0,0,5,0,0,0,3,0,1
Seelsorge,9,0,0,6,0,0,0,1,0,1,1
Unterrichtsführung,9,0,0,7,1,0,0,0,0,1,0
Historische Karte,9,0,0,6,2,0,0,0,0,1,0
Informationelles Selbstbestimmungsrecht,9,0,0,0,0,0,0,0,0,8,1
Expansionspolitik,9,0,0,1,6,0,1,0,0,0,1
Jazz,9,0,0,4,5,0,0,0,0,0,0
Privatwirtschaft,9,0,0,1,5,0,0,0,0,3,0
Architekturwettbewerb,9,0,0,5,0,0,0,1,0,2,1
Piezoelektrizität,9,0,0,0,7,0,1,0,0,0,1
Investitionsverhalten,9,0,0,2,4,0,0,0,0,3,0
Algebraische Methode,9,0,0,1,5,0,3,0,0,0,0
Holzwerkstoff,9,0,0,7,1,0,1,0,0,0,0
Baustil,9,0,0,4,3,0,1,0,0,1,0
Diskurstheorie,9,0,0,5,0,1,0,0,0,1,2
Integralrechnung,9,0,0,7,2,0,0,0,0,0,0
Einflussgröße,9,0,0,1,3,0,0,0,0,4,1
Zeitreihe,9,0,0,0,5,0,1,0,0,1,2
Arbeitspolitik,9,0,0,4,3,0,0,0,0,0,2
Strahlenschutz,9,0,0,6,3,0,0,0,0,0,0
Nanomedizin,9,0,0,1,6,0,0,0,0,1,1
Unternehmensrecht,9,0,0,3,2,0,0,1,0,0,3
Car-to-Car-Kommunikation,9,0,0,1,4,0,0,2,0,2,0
Islamische Architektur,9,0,0,2,7,0,0,0,0,0,0
Steuergerät,9,0,0,2,1,1,0,0,0,4,1
Fusionsreaktor,9,0,0,0,7,0,0,0,0,0,2
Standortbezogener Dienst,9,0,0,3,6,0,0,0,0,0,0
Grünplanung,9,0,0,4,3,1,0,0,0,1,0
Elektronische Medien,9,0,0,3,3,1,0,0,0,2,0
Fahrerloses Transportsystem,9,0,0,1,2,0,0,0,2,2,2
Ausländischer Student,9,0,0,5,1,0,0,1,0,2,0
Gewebekultur,9,0,0,1,6,0,0,0,0,1,1
Kulturpflanzen,9,0,0,2,4,0,0,1,0,1,1
Buchmarkt,9,0,0,3,3,1,0,0,0,2,0
Symmetriebrechung,9,0,0,0,7,0,0,0,0,0,2
Lernbehindertenpädagogik,9,0,0,8,0,0,0,0,0,1,0
Politikverdrossenheit,9,0,0,7,0,1,0,0,0,1,0
Internationalismus,9,0,0,0,7,0,1,0,0,1,0
Lebensbewältigung,9,0,0,7,0,0,0,0,0,1,1
Jüdische Philosophie,9,0,0,3,5,1,0,0,0,0,0
Großbetrieb,9,0,0,7,0,0,0,0,0,2,0
Chemisches Element,9,0,0,5,3,0,0,0,1,0,0
Nichtlineare Welle,9,0,0,0,7,0,2,0,0,0,0
Vaterschaft,9,0,0,4,2,0,0,0,0,3,0
Fehlende Daten,9,0,0,1,8,0,0,0,0,0,0
Volkskultur,9,0,0,3,4,0,1,0,0,1,0
Kühlung,9,0,0,1,5,0,0,0,0,1,2
Extremes Ultraviolett,9,0,0,0,1,0,0,0,0,4,4
Rauschgift,9,0,0,4,1,0,0,0,0,4,0
Dynamische Geomorphologie,9,0,0,0,1,0,3,0,2,0,3
Internationaler Kapitalmarkt,9,0,0,1,8,0,0,0,0,0,0
Koordinationslehre,9,0,0,3,1,0,0,0,0,2,3
Grundfreiheiten,9,0,0,1,1,0,0,0,0,7,0
Zwangsvollstreckung,9,0,0,4,0,0,0,0,0,3,2
Gebäudehülle,9,0,0,3,5,1,0,0,0,0,0
Energiepflanzen,9,0,0,1,3,0,0,1,0,4,0
Kalman-Filter,9,0,0,1,7,0,0,0,0,1,0
Eugenik,9,0,0,2,5,0,0,0,0,2,0
Mitgliedschaft,9,0,0,4,1,1,1,0,0,0,2
Aktienmarkt,9,0,0,2,1,0,0,0,1,3,2
Informationsfluss,9,0,0,4,1,0,0,0,0,3,1
Repräsentative Demokratie,9,0,0,3,3,1,1,0,0,1,0
Due Diligence,9,0,0,6,0,0,0,0,0,3,0
Telekommunikationsrecht,9,0,0,4,1,1,0,0,0,3,0
Strukturgeologie,9,0,0,0,9,0,0,0,0,0,0
Politische Stabilität,9,0,0,2,5,0,1,0,0,1,0
Marktanalyse,9,0,0,3,2,1,1,1,0,1,0
Spanischunterricht,9,0,0,4,2,0,0,2,0,1,0
Dosimetrie,9,0,0,2,5,0,0,0,1,1,0
Lesekultur,9,0,0,4,3,1,0,0,0,1,0
Böschung,9,0,0,3,6,0,0,0,0,0,0
Religiöse Verfolgung,9,0,0,3,2,2,0,1,0,1,0
Ablehnung,9,0,0,2,4,0,0,1,0,0,2
Political Correctness,9,0,0,5,2,1,0,1,0,0,0
Installation,9,0,0,1,3,2,1,0,0,2,0
Kommunitarismus,9,0,0,5,1,0,0,1,0,1,1
Literaturgattung,9,0,0,3,5,0,0,0,0,1,0
Unterstützung,9,0,0,7,0,0,1,0,0,1,0
Stahlbeton,9,0,0,4,2,1,0,0,0,1,1
Alternativbewegung,9,0,0,8,0,0,0,0,0,1,0
Holozän,9,0,0,2,0,0,0,0,0,3,4
Videotechnik,9,0,0,3,3,0,0,0,1,2,0
Unterrichtstechnologie,9,0,0,4,3,0,1,0,0,1,0
Misstrauen,9,0,0,3,3,0,0,0,0,3,0
Molekülphysik,9,0,0,2,7,0,0,0,0,0,0
Jugoslawienkriege,9,0,0,3,0,1,0,0,0,5,0
Soziophysik,9,0,0,1,7,0,1,0,0,0,0
IP 6,9,0,0,1,2,4,1,1,0,0,0
Ruby on Rails,9,0,0,2,7,0,0,0,0,0,0
Solartechnik,9,0,0,4,4,0,0,0,1,0,0
Rechtsordnung,9,0,0,4,1,2,1,0,0,1,0
Hafenstadt,9,0,0,0,8,0,1,0,0,0,0
Gottesdienst,9,0,0,5,0,2,0,0,0,0,2
Schaltplan,9,0,0,9,0,0,0,0,0,0,0
Chemische Eigenschaft,9,0,0,3,6,0,0,0,0,0,0
Messwertverarbeitung,9,0,0,3,4,0,0,0,1,1,0
Rückkehr,9,0,0,6,0,0,0,0,0,3,0
Nutzen,9,0,0,1,1,0,1,1,0,4,1
Ökumenische Bewegung,9,0,0,5,0,1,0,0,0,3,0
Nanoporöser Stoff,9,0,0,1,1,0,0,0,0,5,2
Grundwasserleiter,9,0,0,0,3,0,0,0,0,1,5
Electronic Shopping,9,0,0,6,1,0,0,0,0,2,0
Afghanistankrieg,9,0,0,5,0,1,0,0,0,2,1
Freizeitverhalten,9,0,0,7,0,0,0,1,0,1,0
Pneumatik,9,0,0,8,1,0,0,0,0,0,0
Gamma-Burst,9,0,0,0,4,0,1,0,0,0,4
Energy Harvesting,9,0,0,0,8,0,0,0,0,0,1
Flüchtlingskind,9,0,0,7,0,0,0,1,0,1,0
Präsidentenwahl,9,0,0,3,6,0,0,0,0,0,0
Schultheater,9,0,0,7,0,2,0,0,0,0,0
Musiksoziologie,9,0,0,5,2,1,0,0,0,0,1
Nationalsozialistischer Verbrecher,9,0,0,8,0,0,0,0,0,1,0
Benutzerverhalten,9,0,0,4,1,0,0,0,0,3,1
Textilien,9,0,0,4,3,1,0,0,0,0,1
Hadoop,9,0,0,0,7,0,0,0,0,2,0
New Economy,9,0,0,3,5,0,0,0,0,1,0
Lager,9,0,0,4,1,0,0,1,0,2,1
Integrativer Unterricht,9,0,0,5,2,0,0,0,0,2,0
Bürohaus,9,0,0,4,5,0,0,0,0,0,0
Hobbyelektronik,9,0,0,8,0,0,0,1,0,0,0
Anlagepolitik,9,0,0,4,2,0,0,0,0,2,1
Energiespeicher,9,0,0,5,3,0,0,0,0,0,1
Farbstoff,9,0,0,1,2,0,0,0,0,3,3
Freihandelsabkommen,9,0,0,1,5,0,1,0,0,1,1
Alkoholkonsum,9,0,0,5,2,0,0,0,0,2,0
Wirtschaftlichkeitsrechnung,9,0,0,2,3,0,1,0,0,2,1
Fitnesstraining,9,0,0,8,1,0,0,0,0,0,0
Wirkstofffreisetzung,9,0,0,0,5,0,0,0,0,2,2
Dokumentarfotografie,9,0,0,6,1,2,0,0,0,0,0
Untreue,9,0,0,1,0,0,0,0,0,8,0
Transsexualität,9,0,0,4,0,0,0,0,1,2,2
Oxidation,9,0,0,0,6,0,0,0,0,1,2
Denkfehler,9,0,0,7,1,0,0,1,0,0,0
Farbenlehre,9,0,0,6,2,1,0,0,0,0,0
Expedition,9,0,0,5,3,0,1,0,0,0,0
Elterngespräch,9,0,0,6,1,0,0,0,0,2,0
Doppelschicht,9,0,0,0,1,0,0,0,0,4,4
Hardwareentwurf,9,0,0,1,2,0,4,0,0,1,1
Gefangener,9,0,0,6,3,0,0,0,0,0,0
Abwasserbeseitigung,9,0,0,2,3,0,0,2,0,2,0
Arrow-Paradoxon,9,0,8,0,1,0,0,0,0,0,0
Kanalisation,9,0,0,3,4,0,0,0,2,0,0
Gemeinwirtschaft,9,0,0,5,2,0,0,0,0,2,0
Benutzung,9,0,0,3,5,0,0,0,0,1,0
Christliche Erziehung,9,0,0,8,1,0,0,0,0,0,0
Komödie,9,0,0,1,5,0,0,0,0,1,2
Energieversorgungsnetz,9,0,0,1,1,0,1,0,0,5,1
Autobahn,9,0,0,4,1,0,0,0,0,4,0
Ökonomische Bildung,9,0,0,4,1,0,0,1,0,3,0
Schmierstoff,9,0,0,1,6,0,0,0,1,0,1
Schriftliche Arbeit,9,0,0,7,1,0,0,0,0,1,0
Kunststoffverarbeitung,9,0,0,4,4,0,0,1,0,0,0
Esoterik,9,0,0,6,2,1,0,0,0,0,0
Spektrum,9,0,0,0,9,0,0,0,0,0,0
Extraktion,9,0,0,0,5,0,0,0,1,1,2
Linksradikalismus,9,0,0,6,2,0,0,0,0,1,0
Desintegration,9,0,0,5,0,1,1,0,0,1,1
Vermittlung,9,0,0,3,0,2,0,1,0,3,0
Wohnungsversorgung,9,0,0,4,3,1,0,0,0,1,0
Avionik,9,0,0,1,6,0,0,0,1,0,1
Naturrecht,9,0,0,4,0,2,0,0,0,2,1
Eroberung,9,0,0,4,4,1,0,0,0,0,0
Biokonversion,9,0,0,0,6,0,0,0,0,0,3
Symbolik,9,0,0,6,2,0,0,0,1,0,0
Mathematisches Problem,9,0,0,2,4,0,1,1,0,1,0
Geschlechtliche Arbeitsteilung,9,0,0,4,1,0,0,0,1,2,1
Staatssozialismus,9,0,0,4,2,0,0,1,0,2,0
Topologischer Isolator,9,0,0,0,2,0,0,0,0,0,7
Benchmarking,9,0,0,6,2,0,0,0,0,1,0
Distribution,9,0,0,1,5,0,1,0,0,2,0
Whistleblowing,9,0,0,2,1,0,0,0,0,6,0
Germanen,9,0,0,8,1,0,0,0,0,0,0
Immobilienbewertung,9,0,0,8,0,0,0,0,0,1,0
Soziokultureller Faktor,9,0,0,4,1,1,0,0,0,1,2
Verhältnismäßigkeitsgrundsatz,9,0,0,0,0,0,1,0,0,7,1
Elektronische Publikation,9,0,0,4,1,0,1,0,0,3,0
Fläche,9,0,0,0,8,0,0,0,1,0,0
Spring,9,0,0,0,9,0,0,0,0,0,0
Java Standard Edition 8,9,0,0,6,2,0,0,1,0,0,0
Demoskopie,9,0,0,5,3,1,0,0,0,0,0
Resonanz,9,0,0,2,3,0,0,0,0,2,2
Umweltverträglichkeitsprüfung,9,0,0,1,3,1,0,1,1,2,0
Staatsgewalt,9,0,0,6,0,0,0,0,1,1,1
Standortpolitik,9,0,0,4,2,0,0,1,1,1,0
Herrschaftssystem,9,0,0,1,3,2,0,0,0,2,1
Plasmatechnik,9,0,0,2,4,0,0,0,1,1,1
Galliumarsenid,9,0,0,0,1,0,1,0,1,3,3
Betriebsverhalten,9,0,0,4,1,0,0,0,0,3,1
Unternehmensberater,9,0,0,5,1,0,0,1,0,2,0
Flugzeugaerodynamik,9,0,0,3,6,0,0,0,0,0,0
Bauen am Wasser,9,0,0,1,7,1,0,0,0,0,0
Exotischer Kern,9,0,0,0,5,0,4,0,0,0,0
Softwarewartung,9,0,0,2,4,0,0,0,0,2,1
Medieninformatik,9,0,0,4,4,0,0,0,0,1,0
Vergleichende Literaturwissenschaft,9,0,0,3,5,1,0,0,0,0,0
Prozessregelung,9,0,0,0,4,1,1,0,0,3,0
Langzeitverhalten,9,0,0,2,3,0,1,0,1,1,1
Bauindustrie,9,0,0,2,6,0,0,0,0,0,1
Ressourcenallokation,9,0,0,3,3,0,0,0,0,2,1
Diskursethik,9,0,0,6,0,0,0,0,0,2,1
Vegane Kost,9,0,0,9,0,0,0,0,0,0,0
Schrumpfen,9,0,0,2,2,2,0,0,0,2,1
Unvollkommene Information,9,0,0,1,2,0,1,0,1,4,0
Nichtverbale Kommunikation,9,0,0,4,2,0,0,0,0,3,0
Beschaffungsmarketing,9,0,0,7,1,0,0,0,0,1,0
Straßengüterverkehr,9,0,0,3,2,0,1,0,0,1,2
Mean-Field-Theorie,9,0,0,0,3,0,0,0,0,1,5
Gedruckte Schaltung,9,0,0,3,4,0,0,0,0,0,2
Softwarelebenszyklus,9,0,0,3,3,0,1,0,0,2,0
Impfstoff,9,0,0,1,2,0,1,0,0,2,3
Frühneuhochdeutsch,9,0,0,3,1,1,0,0,0,1,3
Lipidmembran,9,0,0,0,4,0,1,0,0,0,4
Wiederverwendung,9,0,0,3,2,2,0,0,1,0,1
Recyclingprodukt,9,0,0,4,4,0,0,1,0,0,0
Metalloberfläche,9,0,0,3,2,0,0,0,0,0,4
Erdölgewinnung,9,0,0,0,8,0,0,0,0,0,1
Bauforschung,9,0,0,6,0,1,0,1,0,0,1
Solidarische Ökonomie,9,0,0,8,1,0,0,0,0,0,0
Organisationshandeln,9,0,0,4,2,0,1,0,0,2,0
Europabild,9,0,0,3,4,1,1,0,0,0,0
Hungersnot,9,0,0,5,3,1,0,0,0,0,0
Orthodoxe Kirche,9,0,0,4,5,0,0,0,0,0,0
Volksgemeinschaft,9,0,0,4,0,1,1,1,0,1,1
Bildungsplanung,9,0,0,5,1,0,0,1,0,2,0
Regularität,9,0,0,0,7,0,1,0,0,1,0
Umweltgerechtigkeit,9,0,0,1,6,0,0,0,0,1,1
Symplektische Geometrie,9,0,0,0,8,0,0,0,1,0,0
Nebenläufigkeit,9,0,0,1,3,0,5,0,0,0,0
Softwareproduktionsumgebung,9,0,0,3,5,0,0,0,0,1,0
Sexuelle Belästigung,9,0,0,3,5,0,0,0,0,1,0
Praktikum,9,0,0,9,0,0,0,0,0,0,0
Faseroptik,9,0,0,0,8,0,0,0,0,0,1
Hautkrankheit,9,0,0,0,8,0,0,0,0,1,0
Kommunikationshilfe,9,0,0,3,4,1,0,0,0,1,0
SPSS für WINDOWS,9,0,0,5,2,0,0,2,0,0,0
Biochemische Analyse,9,0,0,3,4,0,0,0,1,1,0
Berufsbildende Schule,9,0,0,5,0,1,0,0,0,2,1
Hohes Alter,9,0,0,6,1,0,0,0,0,2,0
Aborigines,9,0,0,2,6,0,0,0,1,0,0
Altenbild,9,0,0,6,2,1,0,0,0,0,0
Reaktivität,9,0,0,2,4,0,0,0,0,2,1
Allgemeine atmosphärische Zirkulation,9,0,0,1,4,0,0,0,0,0,4
Terahertzbereich,9,0,0,0,7,0,1,0,0,0,1
Öffentlich-rechtlicher Rundfunk,9,0,0,5,0,0,1,0,0,3,0
Polyelektrolyt,9,0,0,0,2,0,0,0,0,3,4
Regionale Disparität,9,0,0,3,2,0,0,0,0,3,1
Soziomarketing,9,0,0,7,1,0,0,0,0,1,0
Aquatisches Ökosystem,9,0,0,1,3,0,0,0,0,3,2
Meinungsbildung,9,0,0,4,1,1,0,0,0,3,0
Kinderbetreuung,9,0,0,5,2,1,0,0,0,1,0
Vergleichende Erziehungswissenschaft,9,0,0,5,3,0,0,0,0,0,1
Grammatiktheorie,9,0,0,1,7,0,1,0,0,0,0
Angewandte Geophysik,9,0,0,1,7,0,1,0,0,0,0
Unterrichtsstörung,9,0,0,7,0,0,0,0,0,2,0
Renormierung,9,0,0,0,6,0,0,0,0,2,1
Metrologie,9,0,0,0,8,0,0,0,0,0,1
Bauen,9,0,0,5,4,0,0,0,0,0,0
Bewirtschaftung,9,0,0,6,3,0,0,0,0,0,0
Markenrecht,9,0,0,4,0,0,0,0,0,4,1
Philosophy of Mind,9,0,0,3,6,0,0,0,0,0,0
Rechtssystem,9,0,0,1,3,0,0,0,0,4,1
Arbeitsloser,9,0,0,6,0,0,0,0,0,3,0
Identifikation,9,0,0,3,1,0,0,0,2,2,1
Makromolekül,9,0,0,0,6,0,2,0,0,0,1
Geburt,9,0,0,3,1,2,0,0,0,3,0
Eheschließung,9,0,0,3,2,0,0,0,0,3,1
Kundengruppenmanagement,9,0,0,4,1,0,0,0,0,4,0
Softwareprodukt,9,0,0,4,3,0,2,0,0,0,0
jQuery,9,0,0,2,7,0,0,0,0,0,0
Schlepper,9,0,0,4,1,0,0,3,0,1,0
Vergesellschaftung,9,0,0,7,0,0,0,0,0,2,0
MacOS X,9,0,0,3,6,0,0,0,0,0,0
Komposition,9,0,0,2,0,1,3,0,0,3,0
Laserkühlung,9,0,0,1,4,0,0,0,0,0,4
Asyl,9,0,0,3,3,1,0,0,0,2,0
Vektorraum,9,0,0,1,6,0,2,0,0,0,0
Form,9,0,0,3,4,0,1,0,0,1,0
Gassensor,9,0,0,0,2,0,0,0,2,5,0
Außenbeziehungen,9,0,0,2,3,1,0,0,0,3,0
Financial Engineering,9,0,0,1,7,0,1,0,0,0,0
Microarray,9,0,0,0,3,0,0,0,1,2,3
Selbstwertgefühl,9,0,0,4,0,0,0,1,0,4,0
Pornografie,9,0,0,3,1,0,0,1,0,4,0
Schadensmechanik,9,0,0,1,5,0,1,0,0,0,2
NoSQL-Datenbanksystem,9,0,0,3,6,0,0,0,0,0,0
Anonymisierung,9,0,0,4,3,0,1,0,0,1,0
Schaffensprozess,9,0,0,1,6,1,0,0,0,1,0
Elterliche Sorge,9,0,0,5,0,0,0,0,0,3,1
Geschichtlichkeit,9,0,0,7,0,1,1,0,0,0,0
Richtlinie,9,0,0,3,3,0,0,1,0,2,0
Politische Psychologie,9,0,0,6,2,0,0,0,0,1,0
Entwicklungsstörung,9,0,0,9,0,0,0,0,0,0,0
Lehrveranstaltung,9,0,0,4,3,2,0,0,0,0,0
Geodynamik,9,0,0,5,3,0,0,0,0,0,1
Schwangerschaft,9,0,0,7,1,0,0,0,0,1,0
Fertigungslogistik,9,0,0,8,0,0,1,0,0,0,0
Beobachtung,9,0,0,5,1,1,0,0,0,1,1
Entspannungsübung,9,0,0,9,0,0,0,0,0,0,0
Kosovo-Krieg,9,0,0,7,0,0,0,0,1,1,0
PHP 5.0,9,0,0,5,3,0,0,1,0,0,0
Altenarbeit,9,0,0,7,2,0,0,0,0,0,0
Bindungslosigkeit,9,0,0,6,0,3,0,0,0,0,0
Aldolreaktion,8,0,0,0,0,0,0,0,0,0,8
Katholische Religionspädagogik,8,0,0,5,0,1,0,0,0,2,0
Ausbreitung,8,0,0,1,5,0,0,0,0,1,1
Wohnform,8,0,0,4,1,1,0,2,0,0,0
Asylverfahren,8,0,0,5,1,0,0,0,0,1,1
Nicotiana attenuata,8,0,0,0,0,0,0,0,0,0,8
Selbstverantwortung,8,0,0,6,0,0,0,0,0,2,0
Projektarbeit,8,0,0,6,1,0,0,0,0,1,0
Rechtsverletzung,8,0,0,1,1,0,0,0,0,4,2
Passivhaus,8,0,0,2,3,0,0,1,1,0,1
Regionale Wirtschaftsförderung,8,0,0,2,3,2,0,0,0,1,0
Kurs,8,0,0,7,0,0,0,1,0,0,0
Kristallfläche,8,0,0,0,1,0,0,0,0,4,3
Historische Bildungsforschung,8,0,0,3,0,2,0,0,0,3,0
Windlast,8,0,0,0,7,0,0,0,0,0,1
Personengesellschaft,8,0,0,1,0,0,0,0,0,5,2
Sozialer Austausch,8,0,0,3,3,0,0,0,0,1,1
Allgemeine Psychologie,8,0,0,8,0,0,0,0,0,0,0
Ermittlung,8,0,0,3,4,0,0,0,0,1,0
Spindynamik,8,0,0,0,1,0,0,0,0,5,2
Zufallsvariable,8,0,0,0,5,0,1,0,0,0,2
Abschiebung,8,0,0,3,3,0,0,0,0,2,0
Vampir,8,0,0,2,6,0,0,0,0,0,0
Analytische Lösung,8,0,0,0,6,0,0,0,0,0,2
Kino,8,0,0,3,2,0,0,0,0,3,0
Fundamentaltheologie,8,0,0,5,0,0,0,1,0,2,0
Anforderungsdefinition,8,0,0,7,1,0,0,0,0,0,0
Juristenausbildung,8,0,0,4,1,1,0,0,0,2,0
Altersstruktur,8,0,0,5,2,1,0,0,0,0,0
Reliabilität,8,0,0,0,7,0,0,0,0,0,1
Psychometrie,8,0,0,0,8,0,0,0,0,0,0
Elektronischer Transport,8,0,0,0,2,0,0,0,0,3,3
Klassengesellschaft,8,0,0,5,3,0,0,0,0,0,0
Theaterarbeit,8,0,0,4,0,1,0,0,0,2,1
Frequenznormal,8,0,0,0,2,0,0,0,0,1,5
Geistliches Leben,8,0,0,2,3,1,1,0,0,1,0
Wohnumfeld,8,0,0,4,0,1,0,0,0,3,0
Wärmebehandlung,8,0,0,4,1,0,0,0,0,2,1
Sedimentanalyse,8,0,0,0,1,0,0,0,2,0,5
